api,bottom,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,interval,cum_oil_365,file_no,TD,Section,Latitude,Longitude,CTB,Well_Status_Date_year,Well_Status_Date_month,Well_Status_Date_day,treatment_date_year,treatment_date_month,treatment_date_day,Spud_Date_year,Spud_Date_month,Spud_Date_day,Well_Status_encod,Wellbore_encod,Range_encod,Township_encod,Current_Operator_encod,Original_Operator_encod,Lease_Name_encod,Lease_Number_encod,County_Name_encod,QQ_encod,Field_Name_encod,Produced_Pools_BAKKEN,Produced_Pools_BAKKEN/THREE FORKS,Produced_Pools_BIRDBEAR,Produced_Pools_DUPEROW,"Produced_Pools_DUPEROW,MADISON",Produced_Pools_LODGEPOLE,Produced_Pools_MADISON,"Produced_Pools_MADISON,TYLER",Produced_Pools_ORDOVICIAN,Produced_Pools_RED RIVER,Produced_Pools_SANISH,Produced_Pools_SPEARFISH,Produced_Pools_SPEARFISH/MADISON,Produced_Pools_THREE FORKS,Produced_Pools_TYLER
33025010560000,21325,45380,4,1905960,198,9615,9615,7788,42.1,2212059,230,1,11710,9615,76938.0,18748,21325.0,12,47.47367477058318,-102.97415276545044,118748.0,2010,8,17,2010,7,23,2010,3,7,0,1,97,146,9,16,141,1981,4,37,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010570000,19191,53467,6,2245618,271,8266,8266,7612,33.0,2412897,291,1,10925,8266,187116.0,18752,20308.0,17,47.55922117809894,-102.5505691332253,118752.0,2010,7,23,2010,7,15,2010,3,29,0,1,93,147,17,76,1354,1873,4,25,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010580000,20308,68803,7,2889751,310,9308,9308,8476,31.0,3627228,389,1,11000,9308,211452.0,18753,20487.0,8,47.55949536222735,-102.55057096839673,118753.0,2010,7,23,2010,7,12,2010,4,27,0,1,93,147,17,76,1354,3886,4,37,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010590000,20716,4206,0,176652,19,8954,8954,9300,44.2,2227196,248,1,11762,8954,80565.0,18755,20983.0,3,47.50084770244581,-103.02276175207204,118755.0,2010,7,8,2010,7,5,2010,4,9,0,1,97,146,22,86,2188,2618,4,12,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010600000,20716,42912,4,1802304,189,9536,9536,8000,41.9,2222700,233,1,11180,9536,102541.0,18769,20716.0,15,47.38527505665048,-102.77648279366905,118769.0,2010,8,13,2010,8,5,2010,6,20,0,1,95,145,9,16,2442,189,4,31,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010610000,20010,55250,6,2320500,261,422,8877,7446,31.0,2189158,246,21,11133,8877,61981.0,18772,20232.0,23,47.19695257718375,-102.80441440322764,218343.0,2012,3,12,2012,3,7,2010,11,3,0,1,96,143,36,3,1744,258,4,30,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010620000,19811,51517,5,2163714,246,417,8766,7422,26.9,2029730,231,21,11045,8766,70735.0,18773,20109.0,23,47.197015635620325,-102.80441440322764,218343.0,2011,8,26,2012,3,11,2010,11,1,0,1,96,143,36,3,3055,176,4,30,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010630000,19998,34126,3,1433333,156,9166,9166,9824,39.0,2973992,324,1,10832,9166,172931.0,18790,20011.0,16,47.55917791546082,-102.54073886137638,118790.0,2010,10,7,2010,9,29,2010,6,7,0,1,93,147,17,76,1354,1844,4,31,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010640000,20379,43813,4,1840146,208,8826,8826,7945,41.6,2181821,247,1,11553,8826,101952.0,18795,20908.0,3,47.40206718694749,-102.90141918011906,118795.0,2010,8,26,2010,8,11,2010,5,20,0,1,96,145,9,16,346,13,4,38,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010650000,21041,64752,6,2719584,285,396,9526,8712,49.0,2677370,281,24,11515,9526,117801.0,18797,21100.0,36,47.58995789876639,-102.86115196807819,118797.0,2012,3,15,2012,3,2,2011,12,30,0,1,96,148,57,97,2845,1158,4,44,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010660000,19677,22445,2,942719,109,8597,8597,9372,40.9,2807153,326,1,11080,8597,167989.0,18809,19990.0,20,47.703757306156966,-102.48150959610716,118809.0,2011,8,8,2011,8,1,2010,10,7,0,1,92,149,17,61,179,2142,4,43,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010680000,20507,38563,4,1619646,171,9419,9419,7282,43.4,1690607,179,1,11088,9419,151161.0,18822,20507.0,9,47.21316513481275,-102.84787879725036,218343.0,2011,1,14,2011,1,13,2010,6,23,0,1,96,143,36,3,752,419,4,43,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010700000,21138,43139,4,1811838,190,9504,9504,8400,32.7,2035369,214,1,11634,9504,62970.0,18836,21167.0,4,47.40188616921855,-102.92251704792656,118836.0,2010,11,22,2010,11,18,2010,7,3,0,1,96,145,9,16,1594,2091,4,38,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010710000,20368,19114,2,802788,84,9537,9537,7245,85.7,629040,65,1,10831,9537,33154.0,18842,20368.0,27,47.44349161466975,-102.51934857252087,118842.0,2010,8,12,2010,8,9,2010,5,17,0,1,93,146,30,50,2862,574,4,31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010730000,20243,65312,7,2743104,304,360,9019,7500,48.9,2337400,259,25,11224,9019,92471.0,18846,20483.0,34,47.24229025431797,-102.69892854720942,118846.0,2010,9,19,2010,9,22,2010,5,16,0,1,95,144,22,86,764,2914,4,37,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010740000,19473,56370,6,2367540,278,8490,8490,6648,44.4,1313210,154,1,10983,8490,31608.0,18847,20523.0,3,47.241056548907935,-102.69891875701654,118847.0,2011,9,19,2011,9,15,2011,5,30,0,1,95,143,36,3,848,314,4,12,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010750000,20970,46628,5,1958376,210,9315,9315,8175,41.6,2235645,240,1,11655,9315,167955.0,18858,20970.0,26,47.51825089063149,-102.87836706863148,118858.0,2011,4,13,2011,3,6,2010,9,20,0,1,96,147,9,16,2078,2642,4,38,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010760000,22065,41461,4,1741362,180,9658,9658,8145,41.7,1935913,200,1,12407,9658,230242.0,18859,22065.0,26,47.518280365880784,-102.8784886089304,118859.0,2011,4,10,2011,3,7,2010,9,22,0,1,96,147,9,16,486,2688,4,38,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010770000,21145,49143,5,2064006,219,9383,9383,8375,33.8,2197063,234,1,11762,9383,108351.0,18860,21145.0,26,47.518309841130076,-102.87861014922932,118860.0,2011,4,7,2011,2,25,2010,9,23,0,1,96,147,9,16,2078,2040,4,38,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010800000,19922,24323,2,1021566,120,8452,8452,8488,57.8,624020,73,1,11470,8452,41388.0,18892,19922.0,15,47.297751271840106,-102.95337551467506,118892.0,2011,3,10,2011,3,8,2010,7,3,0,1,97,144,36,3,997,188,4,30,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010820000,16210,1862,0,78243,16,4668,4668,7676,0.0,974265,208,1,11542,4668,77586.0,18918,16210.0,9,47.647358344521415,-102.91531245115708,118918.0,2010,9,14,2010,9,10,2010,6,4,0,1,96,148,57,26,1538,2978,4,43,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010860000,21330,70803,7,2973726,304,375,9765,8938,39.8,2611608,267,26,11565,9765,114085.0,18968,21550.0,27,47.616112442834215,-102.76386584588968,118968.0,2012,9,26,2012,9,12,2012,3,16,0,1,95,148,23,63,1079,1078,4,30,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010870000,20359,58023,6,2436966,269,376,9037,9001,39.1,2415060,267,24,11322,9037,105788.0,18969,20529.0,27,47.61619655112571,-102.76402076883282,118969.0,2012,9,26,2012,9,16,2012,1,13,0,1,95,148,23,63,1079,1083,4,30,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010890000,22443,45488,4,1910496,175,10913,10913,8192,0.0,3993320,365,1,11530,10913,83383.0,18976,22443.0,16,47.47251233342546,-103.03554587850876,118976.0,2011,10,7,2011,9,2,2011,4,29,0,1,97,146,22,86,347,1750,4,25,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010900000,19989,75276,8,3161592,347,9092,9092,8873,34.3,3268411,359,1,10897,9092,193106.0,18977,20354.0,11,47.473865533486325,-102.49751853836506,218977.0,2010,10,26,2010,10,25,2010,8,25,0,1,93,146,24,42,1263,107,4,44,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010910000,19979,43225,4,1815450,205,8837,8837,7290,39.0,1181421,133,1,11142,8837,72764.0,18985,19979.0,21,47.27065587493375,-102.97443847594229,118985.0,2011,1,20,2011,1,20,2010,7,7,0,1,97,144,36,3,2750,241,4,43,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010920000,19510,87936,10,3693312,451,302,8172,9032,36.1,4134385,505,27,11338,8172,38739.0,18987,20550.0,21,47.703201271695825,-102.4604944575843,118987.0,2013,3,3,2013,2,21,2010,9,13,0,1,92,149,54,46,2941,902,4,38,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010930000,20060,64054,7,2690268,305,8799,8799,10065,37.2,2907665,330,1,11261,8799,169714.0,18988,20240.0,21,47.70313839047032,-102.46042127656128,218988.0,2010,12,14,2010,12,14,2010,8,4,0,1,92,149,54,46,2941,907,4,38,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010940000,20000,13076,1,549192,63,8635,8635,8341,30.9,504274,58,1,11365,8635,90633.0,18989,20215.0,21,47.70307551874392,-102.46034402992588,218988.0,2010,12,16,2010,12,18,2010,7,2,0,1,92,149,54,46,2941,908,4,38,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010950000,20660,24134,2,1013628,105,9623,9623,8124,31.9,2656420,276,1,11037,9623,64354.0,18993,20660.0,23,47.44551192338864,-102.73772560267857,118993.0,2011,4,3,2011,4,2,2010,11,15,0,1,95,146,30,50,2478,3381,4,37,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010970000,20900,51404,5,2158968,229,9389,9389,8478,41.1,2481674,264,1,11511,9389,102946.0,19009,20900.0,23,47.45777323630922,-102.88029262451413,219011.0,2010,12,8,2010,11,5,2010,6,17,0,1,96,146,9,16,345,2632,4,26,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010980000,20228,45846,5,1925532,220,8737,8737,8311,41.0,2264647,259,1,11491,8737,109575.0,19011,21690.0,23,47.45779242693169,-102.88041832131836,219011.0,2010,12,4,2010,11,5,2010,6,17,0,1,96,146,9,16,385,2603,4,26,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025010990000,21115,45601,4,1915242,201,9515,9515,8327,41.0,2512432,264,1,11600,9515,60492.0,19012,21115.0,23,47.457814359071655,-102.88054810205307,219011.0,2010,12,5,2010,11,13,2010,6,15,0,1,96,146,9,16,345,2022,4,31,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011000000,21890,46650,4,1959300,188,10390,10390,8434,42.5,2300922,221,1,11500,10390,71268.0,19013,21890.0,23,47.457833549694136,-102.88067379885729,219011.0,2010,12,4,2011,1,18,2010,6,13,0,1,96,146,9,16,385,1988,4,31,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011010000,21407,51586,5,2166612,214,10085,10085,8500,40.5,1593380,157,1,11322,10085,55840.0,19020,21422.0,31,47.41623687460525,-102.83094669819292,119020.0,2011,4,24,2011,3,10,2010,8,8,0,1,95,146,9,16,1989,2701,4,43,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011020000,20801,46857,4,1967994,205,9561,9561,7861,41.8,2263060,236,1,11240,9561,80354.0,19021,20801.0,31,47.41623675423664,-102.83107609445385,119021.0,2011,4,23,2011,3,10,2010,8,10,0,1,95,146,9,16,2662,2674,4,43,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011030000,21405,52232,5,2193744,217,10097,10097,8110,42.0,2369538,234,1,11308,10097,112970.0,19022,21405.0,31,47.416236633868024,-102.83120549071474,119022.0,2011,4,26,2011,3,17,2010,8,13,0,1,95,146,9,16,1989,2103,4,43,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011040000,20936,49314,5,2071188,216,9549,9549,8460,43.9,2218357,232,1,11387,9549,68574.0,19023,20936.0,31,47.416236513499406,-102.83133488697563,119023.0,2011,4,24,2011,3,17,2010,8,16,0,1,95,146,9,16,2662,2071,4,43,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011050000,20266,59278,6,2489676,263,9456,9456,7868,46.0,1707300,180,1,10810,9456,41087.0,19024,20266.0,16,47.12475007012196,-102.85778877517092,218343.0,2010,11,30,2010,11,29,2010,6,9,0,1,96,142,36,3,815,192,4,31,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011070000,21358,50042,5,2101764,227,9238,9238,9600,0.0,2432687,263,1,12120,9238,88003.0,19055,21392.0,31,47.5034921909579,-103.09030008330043,119055.0,2011,7,8,2011,6,30,2010,7,10,0,1,97,147,45,77,293,406,4,38,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011100000,20866,48884,5,2053128,213,9595,9595,8951,53.0,2241200,233,1,11271,9595,71575.0,19073,20890.0,16,47.645260552606715,-103.03846031712605,119073.0,2010,10,29,2010,10,21,2010,8,24,0,1,97,148,57,97,706,3280,4,25,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011110000,20164,55442,5,2328564,245,9481,9481,0,0.0,2878327,303,1,10683,9481,66184.0,19088,20164.0,18,47.0377849111663,-102.7718068897057,119088.0,2010,10,17,2010,10,15,2010,7,9,0,1,95,141,36,3,3078,2183,4,26,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011120000,21285,69112,7,2902704,314,9241,9241,8900,46.6,2790672,301,1,12044,9241,137739.0,19093,21532.0,6,47.57501536391696,-102.96881395883888,119093.0,2010,10,13,2010,10,11,2010,7,31,0,1,96,147,22,86,287,3757,4,17,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011160000,20219,22646,2,951132,100,9418,9418,8250,47.1,2645420,280,1,10801,9418,51799.0,19116,20219.0,32,47.329586249581496,-102.54954392107143,119116.0,2010,11,21,2010,11,20,2010,7,24,0,1,93,145,30,50,2917,3403,4,37,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011200000,20284,36981,4,1553202,173,8938,8938,11300,0.0,2255600,252,1,11346,8938,81480.0,19137,20487.0,19,47.35886721706272,-102.82856474461998,119137.0,2011,1,10,2010,12,7,2010,8,8,0,1,95,145,57,26,1087,2911,4,43,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011210000,21116,39469,4,1657698,170,9700,9700,8345,0.0,1094800,112,1,11416,9700,73954.0,19138,21359.0,19,47.35881561922202,-102.82866976483824,119138.0,2010,12,28,2010,11,30,2010,8,12,0,1,95,145,57,26,1087,2913,4,43,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011220000,20919,64629,7,2714418,296,9164,9164,9408,37.5,2662444,290,1,11755,9164,91014.0,19146,21132.0,21,47.530801776112824,-103.03994390593384,119146.0,2011,1,23,2011,1,21,2010,10,28,0,1,97,147,22,86,1800,2185,4,37,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011240000,19840,71608,8,3007536,342,8792,8792,8840,35.5,2734677,311,1,11048,8792,64709.0,19148,20064.0,12,47.38705829288787,-102.4777575807393,119148.0,2010,10,5,2010,10,5,2010,7,22,0,1,93,145,24,42,811,154,4,44,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011250000,21170,46747,4,1963374,203,9645,9645,8450,41.7,2377135,246,1,11525,9645,109485.0,19156,21170.0,25,47.51716001348469,-102.84586848858153,119156.0,2010,10,1,2010,9,15,2010,7,24,0,1,96,147,9,16,372,2035,4,37,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011260000,20495,37261,3,1565000,165,9442,9442,0,45.0,1266000,134,1,11053,9442,78990.0,19159,20495.0,27,47.182713512434255,-102.83587540638656,119159.0,2011,5,22,2011,5,17,2011,4,3,0,1,96,143,36,3,2411,288,4,26,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011270000,21016,50882,5,2137044,227,9408,9408,8400,39.7,2572886,273,1,11608,9408,94787.0,19168,21016.0,28,47.43149803907056,-102.90999109516581,119168.0,2011,1,15,2010,12,29,2010,10,6,0,1,96,146,9,16,2418,2048,4,37,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011280000,20210,72606,7,3049452,334,9107,9107,7871,44.6,2523067,277,1,11103,9107,55695.0,19171,20364.0,33,47.15498366773325,-102.85655880788636,119171.0,2011,9,29,2011,9,22,2011,5,7,0,1,96,143,36,3,2598,345,4,38,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011290000,20416,68225,7,2865476,310,9237,9237,8197,45.7,2200700,238,1,11179,9237,90168.0,19172,20763.0,33,47.15498332606107,-102.856619169972,218343.0,2011,10,1,2011,10,3,2011,5,7,0,1,96,143,36,3,3057,386,4,38,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011300000,20401,27885,3,1171170,129,9014,9014,6754,49.4,1444352,160,1,11387,9014,131989.0,19180,20500.0,30,47.182484002142,-102.89878204661976,119180.0,2011,7,18,2011,7,15,2011,4,4,0,1,96,143,36,3,1685,321,4,26,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011320000,21748,37902,3,1591884,167,9499,9499,8891,58.0,2219330,233,1,12249,9499,101239.0,19185,21981.0,19,47.62756375675914,-102.966797918147,119185.0,2011,5,7,2011,4,19,2010,10,13,0,1,96,148,57,97,75,743,4,13,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011330000,23770,49791,4,2091222,200,10431,10431,9028,57.0,2571120,246,1,13339,10431,59202.0,19187,23798.0,19,47.627661812013734,-102.96713528908494,119187.0,2011,5,7,2011,4,9,2010,12,3,0,1,96,148,57,97,845,743,4,13,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011340000,19990,75444,8,3168648,345,9173,9173,7250,47.3,1335578,145,1,10817,9173,63951.0,19206,19990.0,12,47.213417862446526,-102.6563273848861,119206.0,2011,3,28,2011,3,28,2010,10,30,0,1,95,143,36,3,2117,157,4,43,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011360000,18664,51232,6,2151744,274,7844,7844,9015,34.7,2728669,347,1,10820,7844,231150.0,19246,19131.0,32,47.761645496278184,-102.60617840551865,119246.0,2011,3,8,2011,3,5,2010,9,28,0,1,93,150,56,100,3033,2853,4,43,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011370000,18615,83653,10,3513426,460,282,7625,8600,38.3,4070716,533,27,10990,7625,150880.0,19263,20635.0,7,47.74251689950447,-102.51308982442629,119263.0,2012,10,3,2012,9,26,2012,7,24,0,1,92,149,54,46,2941,3518,4,4,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011390000,20200,51162,5,2148804,236,9097,9097,9000,37.0,2494854,274,1,11103,9097,89357.0,19269,20262.0,19,47.44556647972181,-103.09074883517073,119269.0,2011,6,1,2011,5,26,2010,10,5,0,1,97,146,45,77,2337,215,4,38,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011400000,20205,22508,2,945336,109,8655,8655,8175,34.9,2367000,273,1,11550,8655,62377.0,19284,20205.0,35,47.331346622627535,-102.88099443460644,119284.0,2011,7,16,2011,7,14,2010,8,30,0,1,96,145,30,50,837,958,4,44,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011420000,20205,51115,5,2146830,229,9336,9336,8316,61.0,2521911,270,1,10869,9336,65255.0,19292,20227.0,25,47.68922849349136,-102.39270390240256,223394.0,2011,7,11,2011,7,2,2010,12,19,0,1,92,149,57,97,1016,2988,4,43,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011430000,21246,53724,5,2256408,238,9454,9454,8366,66.0,2545880,269,1,11792,9454,103495.0,19293,21271.0,25,47.6892281524087,-102.39306971356476,119293.0,2011,7,13,2011,6,26,2011,1,7,0,1,92,149,57,97,1033,2988,4,43,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011450000,21400,52411,5,2201262,216,10173,10173,8022,41.6,2572414,252,1,11227,10173,60707.0,19340,21400.0,30,47.430924482885196,-102.96505536486514,119340.0,2010,12,2,2010,11,23,2010,8,31,0,1,96,146,9,16,2104,324,4,38,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011460000,20720,24386,2,1024212,100,10188,10188,8540,50.8,2652460,260,1,10532,10188,62315.0,19374,20720.0,12,47.30019551881121,-102.66904072180004,119374.0,2010,10,23,2010,10,21,2010,8,24,0,1,95,144,30,50,716,866,4,44,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011480000,20275,12461,1,523362,56,9199,9199,6062,51.0,1890340,205,1,11076,9199,32498.0,19396,20275.0,33,47.242179994715,-102.84896722064758,119396.0,2011,1,23,2011,4,6,2010,11,10,0,1,96,144,30,50,981,2949,4,43,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011490000,19760,46721,4,1962282,205,9554,9554,8974,35.8,2761342,289,1,10206,9554,89382.0,19401,20426.0,15,47.38575431534314,-102.51877358680714,119401.0,2010,12,14,2010,12,9,2010,10,4,0,1,93,145,24,42,1266,107,4,31,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011500000,19840,22687,2,952854,105,8990,8990,7941,48.4,2519600,280,1,10850,8990,58755.0,19408,19840.0,18,47.38574188348801,-102.57043877070986,119408.0,2011,3,28,2011,3,27,2010,10,27,0,1,93,145,30,50,2925,3201,4,25,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011510000,19792,116525,13,4894050,574,8523,8523,8260,46.0,1256620,147,1,11269,8523,107557.0,19422,19980.0,15,47.2112711647023,-102.82706174696258,218343.0,2011,12,20,2011,12,16,2011,7,17,0,1,96,143,36,3,240,187,4,30,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011520000,20832,96149,9,4038258,407,9920,9920,7475,45.6,1293628,130,1,10912,9920,83264.0,19423,21101.0,15,47.21122711188492,-102.82700566905537,218343.0,2011,12,16,2011,12,9,2011,7,19,0,1,96,143,36,3,867,140,4,30,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011530000,12079,266,0,11209,13,833,833,7586,44.8,1116800,1340,1,11246,833,24027.0,19430,20250.0,33,47.24189465964373,-102.9742337490592,218343.0,2011,5,13,2011,5,4,2010,10,24,0,1,97,144,36,3,2641,347,4,43,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011540000,20535,0,0,0,0,9250,9250,7800,4.3,1506700,162,1,11285,9250,31866.0,19431,20762.0,33,47.24189457351698,-102.97429421003193,218343.0,2011,5,9,2011,5,4,2010,10,26,0,1,97,144,36,3,2971,387,4,43,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011550000,19932,68061,7,2858562,326,8762,8762,7625,47.9,1243004,141,1,11170,8762,137939.0,19438,19932.0,21,47.09715883566388,-102.98429748580135,119438.0,2011,3,2,2011,3,1,2010,10,7,0,1,97,142,36,3,1059,239,4,38,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011560000,20266,49178,5,2065476,227,9092,9092,9024,52.0,2185942,240,1,11174,9092,112747.0,19447,20291.0,11,47.65884765070453,-102.88417035190595,219447.0,2011,1,28,2011,1,26,2010,11,3,0,1,96,148,57,97,2933,632,4,31,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011570000,16132,42833,9,1798986,405,4438,4438,9340,38.6,1929882,434,1,11694,4438,150648.0,19470,16275.0,9,47.56056610938524,-102.92201204888607,119470.0,2010,12,27,2010,12,23,2010,9,28,0,1,96,147,22,86,2977,1750,4,38,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011580000,14939,9631,2,404523,119,375,3382,8440,41.4,1035280,306,9,11557,3382,44588.0,19476,15200.0,5,47.661389318410166,-102.68669424317714,119476.0,2012,4,11,2012,3,16,2011,11,9,0,1,94,148,17,61,413,3489,4,38,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011590000,15239,30499,7,1280980,327,3908,3908,9055,51.3,1598460,409,1,11331,3908,112051.0,19477,15595.0,34,47.58983853907756,-102.63526298091936,119477.0,2011,3,23,2011,3,20,2010,11,30,0,1,94,148,17,61,821,2961,4,37,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011600000,20265,58174,6,2443308,258,9447,9447,7210,48.0,1521162,161,1,10818,9447,47462.0,19494,20265.0,36,47.08123673455101,-102.79368857373359,119494.0,2011,1,25,2011,1,22,2010,10,11,0,1,96,142,36,3,58,371,4,26,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011610000,19356,84679,9,3556518,414,286,8581,7868,36.6,4405520,513,30,10775,8581,136492.0,19505,19776.0,14,47.54645497216082,-102.36229745515301,119505.0,2012,3,11,2012,2,21,2011,10,10,0,1,92,147,54,46,522,1168,4,43,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011620000,19300,86014,10,3612588,426,282,8465,9480,35.6,4410480,521,30,10835,8465,88716.0,19506,19300.0,14,47.546361522507326,-102.36221233183466,119506.0,2012,3,2,2012,2,28,2011,10,10,0,1,92,147,54,46,522,1169,4,43,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011630000,20352,54727,6,2298534,253,9075,9075,8524,35.4,2725817,300,1,11277,9075,164240.0,19516,20550.0,33,47.770306311560866,-102.59788768846798,119516.0,2011,4,2,2011,3,26,2010,11,22,0,1,93,150,56,100,1335,2888,4,42,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011640000,20810,54963,5,2308446,242,9504,9504,8480,38.0,2552672,268,1,11306,9504,87814.0,19520,20810.0,20,47.444727019223365,-103.07265165332446,119520.0,2011,2,28,2011,2,17,2010,11,16,0,1,97,146,45,77,1402,236,4,44,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011660000,20809,68052,7,2858184,298,9578,9578,8811,60.0,3046865,318,1,11231,9578,121828.0,19566,20856.0,5,47.66544194966399,-102.93004903504816,119566.0,2011,10,16,2011,10,3,2011,6,18,0,1,96,148,57,97,741,3350,4,27,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011670000,20235,92471,9,3883807,408,9515,9515,9163,35.3,4290248,450,1,10720,9515,135340.0,19587,20338.0,10,47.652823121554356,-102.5229973689863,119587.0,2011,10,9,2011,9,27,2011,6,3,0,1,93,148,54,46,2671,659,4,33,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33025011680000,19846,44072,4,1851024,208,8877,8877,9153,32.1,2668867,300,1,10969,8877,86236.0,19589,20089.0,25,47.443050767369186,-102.47694327534607,219589.0,2011,2,14,2011,2,4,2010,12,4,0,1,93,146,24,42,1268,107,4,31,323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
