api,bottom,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,interval,cum_oil_365,file_no,TD,Section,Latitude,Longitude,CTB,Well_Status_Date_year,Well_Status_Date_month,Well_Status_Date_day,treatment_date_year,treatment_date_month,treatment_date_day,Spud_Date_year,Spud_Date_month,Spud_Date_day,Well_Status_encod,Wellbore_encod,Range_encod,Township_encod,Current_Operator_encod,Original_Operator_encod,Lease_Name_encod,Lease_Number_encod,County_Name_encod,QQ_encod,Field_Name_encod,Produced_Pools_BAKKEN,Produced_Pools_BAKKEN/THREE FORKS,Produced_Pools_BIRDBEAR,Produced_Pools_DUPEROW,"Produced_Pools_DUPEROW,MADISON",Produced_Pools_LODGEPOLE,Produced_Pools_MADISON,"Produced_Pools_MADISON,TYLER",Produced_Pools_ORDOVICIAN,Produced_Pools_RED RIVER,Produced_Pools_SANISH,Produced_Pools_SPEARFISH,Produced_Pools_SPEARFISH/MADISON,Produced_Pools_THREE FORKS,Produced_Pools_TYLER
33007016320000,20810,57661,6,2421762,252,319,9586,8461,48.0,2757929,287,30,11224,9586,19649.0,17768,20848.0,29,47.088015124637174,-103.24470551716414,117768.0,2012,7,25,2012,7,19,2012,4,21,0,1,99,142,57,97,558,3348,0,27,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016410000,20457,48944,5,2055648,214,9572,9572,8968,44.8,3756800,392,1,10885,9572,33166.0,18502,20457.0,13,47.111641700859614,-103.41538470856344,118502.0,2010,11,11,2010,11,1,2010,7,25,0,1,101,142,54,93,2852,3361,0,37,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016470000,20640,60578,6,2544276,258,9824,9824,9366,49.0,3681460,374,1,10816,9824,89630.0,18759,20640.0,30,47.08255699952253,-103.39273335913471,118759.0,2010,11,15,2010,11,13,2010,7,22,0,1,100,142,54,93,2852,3396,0,37,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016500000,19842,40087,4,1683654,188,8942,8942,9054,41.3,2611100,292,1,10900,8942,34799.0,19100,19842.0,19,47.10837501785774,-103.5367658092542,119100.0,2011,7,20,2011,7,19,2011,2,28,0,1,101,142,54,93,1321,545,0,31,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016510000,21235,37743,3,1585206,154,10261,10261,8549,44.3,2590710,252,1,10974,10261,51438.0,19135,21235.0,31,47.077743203951215,-103.5215453077891,119135.0,2011,2,25,2011,2,23,2010,11,14,0,1,101,142,54,93,2177,3246,0,25,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016550000,20350,32113,3,1348746,139,9640,9640,8607,0.0,1964520,203,1,10710,9640,31276.0,19416,20350.0,2,47.053631778191395,-103.43856704153158,119416.0,2011,12,14,2011,12,14,2011,10,6,0,1,101,141,54,93,2852,3394,0,37,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016570000,20325,35124,3,1475208,155,9503,9503,9369,0.0,2316800,243,1,10822,9503,97708.0,19441,20325.0,20,47.183391735304326,-103.6261274619885,119441.0,2011,7,29,2011,7,29,2011,5,22,0,1,102,143,54,93,803,3373,0,37,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016580000,18905,36245,4,1522290,184,8233,8233,9716,0.0,2005118,243,1,10672,8233,29083.0,19469,18905.0,12,47.04763666384203,-103.55680386019638,119469.0,2011,8,19,2011,8,18,2011,1,17,0,1,102,141,54,93,2598,665,0,42,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016590000,19140,23355,2,980910,116,8426,8426,6687,0.0,1800160,213,1,10714,8426,60377.0,19648,19140.0,30,47.177059197742786,-103.5377203813618,119648.0,2011,7,25,2011,7,23,2011,6,9,0,1,101,143,54,93,2025,703,0,42,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016600000,18903,30522,3,1281924,165,7764,7764,8413,36.1,1917748,247,1,11139,7764,89476.0,19687,18903.0,9,47.21155212749626,-103.61234605249136,119687.0,2011,6,29,2011,6,28,2011,4,9,0,1,102,143,54,93,578,2979,0,43,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016620000,20405,32926,3,1382892,148,9330,9330,8732,0.0,1895300,203,1,11075,9330,21148.0,19815,20405.0,3,47.152014702762564,-103.46712963371796,119815.0,2011,11,11,2011,11,10,2011,9,1,0,1,101,142,54,93,2024,2239,0,13,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016630000,20818,50487,5,2120454,221,9555,9555,8380,33.6,2237626,234,1,11263,9555,26952.0,19875,20818.0,21,47.270691870170744,-103.23611012585758,119875.0,2011,2,22,2011,1,20,2010,11,2,0,1,99,144,9,16,1252,1937,0,38,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016640000,20037,15381,1,646002,71,9037,9037,9778,0.0,856931,94,1,11000,9037,37074.0,19882,20037.0,7,47.222872068590526,-103.66433679219251,119882.0,2011,11,1,2011,10,29,2011,8,16,0,1,102,143,54,93,864,618,0,31,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016660000,20715,80644,8,3387048,363,266,9313,8139,41.2,2138350,229,35,11402,9313,32114.0,20121,20890.0,34,47.15498671859349,-103.09033075059092,120121.0,2012,2,11,2012,1,27,2011,8,26,0,1,98,143,36,3,2410,356,0,38,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016670000,21529,26754,2,1123668,106,10576,10576,9080,0.0,2195698,207,1,10953,10576,69938.0,20131,21529.0,11,46.949042820217116,-103.25957294699906,220131.0,2011,10,10,2011,10,10,2011,7,18,0,1,100,140,54,93,2351,2902,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016680000,21100,25328,2,1063776,107,9890,9890,9061,38.3,2251236,227,1,11210,9890,12305.0,20174,21100.0,34,47.154427355274144,-103.45690157053237,120174.0,2011,9,26,2011,9,26,2011,7,16,0,1,101,143,54,93,2852,3414,0,37,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016710000,19399,27492,3,1154664,132,8696,8696,9274,0.0,2300984,264,1,10703,8696,49754.0,20388,19399.0,10,47.04945397829092,-103.59081428728115,120388.0,2011,9,16,2011,9,16,2011,7,2,0,1,102,141,54,93,749,2728,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33007016720000,21147,24056,2,1010352,99,10157,10157,8992,0.0,1779554,175,1,10990,10157,70618.0,20404,21147.0,14,46.94751297208408,-103.26448455928251,220404.0,2011,10,15,2011,10,15,2011,7,30,0,1,100,140,54,93,2351,2165,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016740000,20261,31008,3,1302336,141,9225,9225,8674,0.0,2022180,219,1,11036,9225,127981.0,20504,20261.0,13,46.94765071748385,-103.24258307070448,220504.0,2011,12,17,2011,12,17,2011,7,26,0,1,100,140,54,93,2351,2160,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016750000,21267,23066,2,968772,94,10225,10225,9169,0.0,1806425,176,1,11042,10225,168331.0,20526,21267.0,12,46.9496057056334,-103.23992599702852,220526.0,2011,9,13,2011,9,12,2011,6,10,0,1,100,140,54,93,2678,2906,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016760000,20041,30715,3,1290030,139,9221,9221,8224,0.0,1808716,196,1,10820,9221,18878.0,20574,20041.0,16,47.03646059131672,-103.36278362759363,120574.0,2012,3,1,2012,2,29,2011,12,15,3,1,100,141,54,93,1092,2175,0,26,329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016770000,20754,34778,3,1460676,149,9741,9741,8883,0.0,2357480,242,1,11013,9741,99219.0,20672,20754.0,24,46.920439464476736,-103.24377333408188,220672.0,2011,11,7,2011,11,6,2011,7,30,0,1,100,140,54,93,801,2388,0,38,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016790000,20247,33054,3,1388268,148,407,9361,8848,42.4,1949560,208,23,10886,9361,63673.0,20701,20247.0,8,47.22465741950556,-103.51420436251708,120701.0,2012,6,23,2012,6,22,2012,4,22,0,1,101,143,54,93,1653,620,0,31,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016810000,20030,31658,3,1329636,146,9064,9064,8702,0.0,1883697,207,1,10966,9064,40683.0,20839,20030.0,16,46.947410419248456,-103.30707068411202,220839.0,2012,3,25,2012,3,25,2011,6,15,0,1,100,140,54,93,2352,2175,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016850000,21615,41821,3,1756482,164,355,10652,8592,41.1,3131141,293,30,10963,10652,32478.0,21090,21615.0,9,46.94907833722961,-103.30239205464241,223849.0,2013,4,30,2013,4,26,2013,1,18,0,1,100,140,54,93,2351,2977,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016870000,20360,41454,4,1741068,185,312,9388,8763,43.0,2915400,310,30,10972,9388,86864.0,21170,20360.0,26,46.91869160459782,-103.26506971740095,221170.0,2012,6,12,2012,6,9,2012,5,3,0,1,100,140,54,93,2831,2204,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016880000,20285,28797,3,1209474,131,399,9188,8957,40.9,1492829,162,23,11097,9188,25339.0,21251,20285.0,25,47.00766530535093,-103.29822531258888,121251.0,2012,4,11,2012,4,7,2012,1,29,0,1,100,141,54,93,698,2198,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016890000,20274,13230,1,555660,58,856,9422,8655,41.3,595285,63,11,10852,9422,35465.0,21259,20274.0,13,46.86058644082967,-103.24593142842251,221259.0,2012,4,20,2012,3,19,2011,11,15,0,1,100,139,54,93,808,2160,0,26,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016900000,20350,51172,5,2149224,224,245,9575,8590,43.8,2750736,287,39,10775,9575,39539.0,21320,20350.0,32,47.06843289778126,-103.37336704957764,121320.0,2012,12,11,2012,12,11,2012,10,17,0,1,100,142,54,93,2852,3406,0,37,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016910000,20492,35723,3,1500366,161,343,9270,9021,44.1,2375454,256,27,11222,9270,17278.0,21384,20492.0,2,47.06564608812066,-103.31995608842236,121384.0,2012,7,24,2012,7,24,2012,5,24,0,1,100,141,54,93,514,2224,0,13,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016920000,20865,78741,8,3307122,354,444,9330,10744,64.2,1155038,123,21,11535,9330,20971.0,21395,21095.0,34,47.15498662014864,-103.09023417618951,121395.0,2012,6,29,2012,6,23,2011,11,3,0,1,98,143,36,58,2760,313,0,38,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016950000,15360,28230,5,1185660,220,359,5385,7620,30.6,1455020,270,15,9975,5385,108495.0,21523,15360.0,36,47.15454848736113,-103.42235903109624,121523.0,2011,12,21,2011,11,30,2011,10,15,0,1,101,143,9,16,519,376,0,43,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016960000,21219,61915,6,2600430,260,369,9986,8290,34.0,2778518,278,27,11233,9986,64483.0,21534,21219.0,3,47.32788157053968,-103.07896110730957,121534.0,2012,5,30,2012,5,28,2012,1,26,0,1,98,144,38,63,3104,985,0,25,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016970000,20460,37235,4,1563870,170,306,9193,8353,35.7,2844098,309,30,11267,9193,25333.0,21540,20600.0,2,47.15294120895466,-103.31935521336149,121540.0,2012,1,24,2012,1,13,2011,10,25,0,1,100,142,50,36,1006,2189,0,13,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016980000,21317,16830,1,706860,67,803,10442,8714,30.9,685638,65,13,10875,10442,22850.0,21547,21317.0,20,47.109701199220474,-103.39023143328659,121547.0,2012,10,15,2012,10,14,2012,7,7,0,1,100,142,54,93,2852,561,0,31,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007016990000,14591,26289,6,1104138,271,4061,4061,8170,31.5,1339970,329,1,10530,4061,14546.0,21597,14591.0,31,47.068585497257004,-103.5215660770998,121597.0,2011,12,27,2011,12,6,2011,10,19,0,1,101,142,9,16,548,332,0,37,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017000000,20717,56531,5,2374302,243,336,9768,7900,31.0,2771155,283,29,10949,9768,80226.0,21599,20717.0,26,47.00880404877749,-103.18832351180076,121599.0,2012,4,11,2012,3,27,2012,1,23,0,1,99,141,9,16,2803,278,0,30,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017030000,20780,52988,5,2225496,228,324,9720,8300,31.0,3043384,313,30,11060,9720,66930.0,21690,20780.0,15,47.0377055042186,-103.21029540689173,121690.0,2012,5,24,2012,5,3,2012,3,12,0,1,99,141,9,16,3013,189,0,30,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017040000,20163,31224,3,1311408,141,9244,9244,8684,0.0,1959636,211,1,10919,9244,29881.0,21697,20163.0,28,46.91852861340679,-103.30726974620094,221697.0,2012,4,12,2012,4,12,2012,2,7,0,1,100,140,54,93,2399,2213,0,26,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017070000,20610,59471,6,2497782,262,317,9515,8200,32.0,2918184,306,30,11095,9515,135893.0,21806,20610.0,27,47.00846613994198,-103.21425465014296,121806.0,2012,2,18,2012,1,15,2011,11,23,0,1,99,141,9,16,423,290,0,26,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017080000,20533,57391,6,2410422,267,429,9023,9709,25.2,2102490,233,21,11510,9023,20142.0,21816,20812.0,20,47.18411824576954,-103.12354699214407,121816.0,2012,3,18,2012,3,13,2011,12,25,0,1,98,143,36,58,2748,234,0,43,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017090000,19783,44275,5,1859550,216,317,8576,8305,30.5,1357792,158,27,11207,8576,24248.0,21859,19790.0,9,47.12579624575408,-103.10942150155942,121859.0,2013,7,29,2013,7,19,2013,5,6,0,1,98,142,9,16,2672,420,0,38,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017100000,20338,57280,6,2405760,272,420,8840,8120,49.8,1466680,165,21,11498,8840,78304.0,21896,20625.0,35,47.15506282625039,-103.05694688342882,121896.0,2012,6,22,2012,6,17,2012,1,18,0,1,98,143,36,58,2741,367,0,37,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017110000,20921,31638,3,1328810,139,453,9521,8017,56.0,2301512,241,21,11400,9521,34360.0,21897,21095.0,35,47.15506179592619,-103.05714826497505,121897.0,2012,6,17,2012,6,11,2012,1,14,0,1,98,143,36,58,2742,221,0,37,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017130000,19964,1973,0,82866,9,327,9167,6923,20.9,53441,5,28,10797,9167,47616.0,21975,19964.0,13,46.86058681553318,-103.24629151849793,221259.0,2012,3,22,2012,3,17,2011,12,26,0,1,100,139,54,93,808,519,0,26,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017140000,20850,59786,6,2511012,260,320,9625,8050,31.0,2901523,301,30,11225,9625,68972.0,22046,20850.0,8,47.039014569133215,-103.25856936862176,122046.0,2012,2,27,2012,2,7,2011,12,30,0,1,99,141,9,16,1498,416,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017180000,20775,60308,6,2532936,260,323,9715,8197,31.7,3053654,314,30,11060,9715,45948.0,22142,20775.0,1,47.06686293185504,-103.04564412657827,122142.0,2012,5,5,2012,4,20,2012,2,19,0,1,98,141,9,16,1654,218,0,26,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017190000,20060,83463,9,3505446,401,223,8724,9459,38.4,4367708,500,39,11336,8724,50058.0,22207,20684.0,35,47.241708823907736,-103.31740168140452,122207.0,2012,9,27,2012,9,18,2012,7,8,0,1,100,144,50,36,206,2956,0,43,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017210000,20590,61009,6,2562378,273,312,9382,8200,33.0,2809448,299,30,11208,9382,77605.0,22276,20590.0,31,46.981273975361226,-103.1513720544678,122276.0,2012,4,9,2012,3,21,2012,1,5,0,1,98,141,9,16,975,332,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017220000,20576,59173,6,2485266,268,319,9258,8620,31.0,2953202,318,29,11318,9258,44961.0,22277,20576.0,32,46.98140958948375,-103.13015855238369,122277.0,2012,6,26,2012,6,20,2012,5,7,0,1,98,141,9,16,853,341,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017230000,21150,55274,7,2321508,296,260,7829,7859,30.8,3183855,406,30,13321,7829,50544.0,22327,21150.0,2,47.15341560304671,-103.18185046975618,122327.0,2012,6,2,2012,6,15,2012,3,30,0,1,99,142,9,16,2106,2057,0,9,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017240000,20422,49139,5,2063838,216,353,9552,8094,30.7,2467482,258,27,10870,9552,20000.0,22344,20476.0,33,46.98138795274527,-103.1089585509026,122344.0,2013,10,25,2013,9,30,2013,8,16,0,1,98,141,9,16,2010,350,0,38,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017260000,20440,64474,6,2707908,291,309,9290,7858,32.6,3199796,344,30,11150,9290,43069.0,22383,20440.0,17,47.03668027669129,-103.25649154808045,122383.0,2012,6,20,2012,6,1,2012,3,26,0,1,99,141,9,16,2178,200,0,26,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017280000,20965,65991,6,2771622,283,326,9781,8099,38.3,3166894,323,30,11184,9781,39472.0,22408,20965.0,7,47.038485079908725,-103.27786973621916,122408.0,2012,8,29,2012,8,9,2012,6,17,0,1,99,141,9,16,2346,410,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017290000,20491,64737,6,2718954,285,317,9527,7609,30.9,3198576,335,30,10964,9527,54329.0,22609,20491.0,22,47.0102847658144,-103.08794489880762,122609.0,2012,7,22,2012,6,30,2012,4,26,0,1,98,141,9,16,1665,252,0,38,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017350000,20660,65249,6,2740458,283,321,9650,8365,38.4,3197329,331,30,11010,9650,101958.0,22749,20660.0,36,46.981132081750964,-103.17255372350088,122749.0,2012,8,15,2012,8,8,2012,6,10,0,1,99,141,9,16,2410,376,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017370000,21050,61966,6,2602572,275,314,9432,8410,31.3,3048869,323,30,11618,9432,21792.0,22812,21050.0,25,47.26912259101288,-103.17181169155668,122812.0,2012,12,1,2012,11,8,2012,8,24,0,1,99,144,9,16,1068,270,0,26,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017380000,20685,68383,7,2872086,311,307,9212,8399,36.7,3166925,343,30,11473,9212,71511.0,22909,20685.0,32,46.980850913231926,-103.25725860644306,122909.0,2012,9,10,2012,8,18,2012,6,24,0,1,99,141,9,16,534,341,0,38,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017390000,20762,36196,3,1520232,164,439,9234,8964,41.6,1332584,144,21,11528,9234,25334.0,22933,20795.0,30,47.26882450935118,-103.14667902957204,122933.0,2013,6,15,2013,6,14,2013,3,17,0,1,98,144,36,58,1279,322,0,30,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017410000,20830,57469,5,2413698,250,321,9647,8150,31.0,3125411,323,30,11183,9647,92815.0,22951,20830.0,14,47.03769451802191,-103.18640174096184,122951.0,2012,11,5,2012,10,14,2012,7,14,0,1,99,141,9,16,2174,182,0,30,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017430000,20586,51039,5,2143638,224,354,9561,8537,30.4,2483922,259,27,11025,9561,37477.0,23069,20586.0,20,47.01020453761024,-103.1302542719539,123069.0,2013,9,17,2013,9,5,2013,7,8,0,1,98,141,9,16,2978,236,0,38,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017440000,16742,35015,6,1470630,273,413,5373,8363,51.9,974263,181,13,11369,5373,14373.0,23088,20481.0,23,47.097357593745464,-103.0668490076744,123088.0,2012,10,20,2012,10,15,2012,7,17,0,1,98,142,36,58,1672,254,0,38,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017450000,21100,26003,2,1092126,107,565,10173,8693,40.8,1635900,160,18,10927,10173,79910.0,23152,21100.0,26,46.91869332911589,-103.26466919807777,221170.0,2012,9,21,2012,9,16,2012,7,13,0,1,100,140,54,93,2830,3223,0,26,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017500000,20560,55413,5,2327346,226,342,10264,8371,31.2,2785232,271,30,10296,10264,48332.0,23281,20560.0,11,47.03956289983901,-103.06120912807327,123281.0,2013,7,6,2013,6,9,2013,2,20,0,1,98,141,9,16,1662,147,0,43,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017520000,20696,51983,5,2183286,239,433,9100,8154,57.8,1438471,158,21,11596,9100,18569.0,23424,20898.0,29,47.178709635972176,-103.13672163109484,123424.0,2012,10,28,2012,10,23,2012,8,27,0,1,98,143,36,58,2659,301,0,42,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017540000,21861,41276,3,1733592,159,362,10885,8647,41.8,3048170,280,30,10976,10885,29316.0,23849,21861.0,9,46.94907931055578,-103.30221166485858,223849.0,2013,4,30,2013,4,25,2013,1,17,3,1,100,140,54,93,2351,3435,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017550000,21176,41716,4,1752072,172,339,10176,8491,41.5,3008978,295,30,11000,10176,36689.0,23850,21176.0,9,46.94908028388194,-103.30203127507471,220839.0,2013,4,30,2013,4,24,2013,1,15,3,1,100,140,54,93,2352,3193,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017580000,20409,43716,4,1836072,197,309,9290,8601,41.7,3191960,343,30,11119,9290,36564.0,24139,20409.0,27,46.91841806031358,-103.27964860590609,224141.0,2013,7,23,2013,7,20,2013,3,17,0,1,100,140,54,93,2831,3227,0,30,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017590000,20509,45432,4,1908144,201,315,9457,8629,41.0,3164616,334,30,11052,9457,39271.0,24140,20509.0,27,46.91841720001146,-103.27982883919873,224141.0,2013,7,21,2013,7,18,2013,3,14,0,1,100,140,54,93,2831,2207,0,30,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017600000,21221,44674,4,1876308,183,341,10244,9469,42.0,3099457,302,30,10977,10244,29655.0,24141,21221.0,27,46.918416339709346,-103.28000907249135,224141.0,2013,7,21,2013,7,17,2013,3,12,0,1,100,140,54,93,2831,575,0,30,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017640000,21478,41359,3,1737078,166,348,10456,8702,42.5,3257295,311,30,11022,10456,42905.0,24160,21478.0,10,46.949420437627964,-103.28143794988847,224162.0,2013,7,26,2013,7,27,2013,3,22,3,1,100,140,54,93,2351,2898,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017650000,21030,41562,4,1745604,174,333,10003,8566,40.8,3247872,324,30,11027,10003,41045.0,24161,21030.0,10,46.94942198373558,-103.28125757066549,224157.0,2013,7,28,2013,7,28,2013,3,21,0,1,100,140,54,93,2351,3188,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017660000,21811,44361,4,1863162,172,360,10808,8778,41.3,3254513,301,30,11003,10808,47148.0,24162,21811.0,10,46.94942352984321,-103.28107719144249,224162.0,2013,7,25,2013,7,25,2013,3,19,0,1,100,140,54,93,2351,3353,0,43,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017670000,24061,46234,3,1941828,147,439,13182,8734,41.0,3682795,279,30,10879,13182,23714.0,24236,24061.0,5,46.97920633204873,-103.3240567522868,224237.0,2013,5,5,2013,5,1,2013,1,15,0,1,100,140,54,93,168,2802,0,12,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017680000,25610,47864,3,2010288,137,486,14608,8655,53.7,4004138,274,30,11002,14608,37201.0,24237,25610.0,5,46.979205925352275,-103.32387631462721,224237.0,2013,5,5,2013,4,30,2013,1,13,0,1,100,140,54,93,168,3263,0,12,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017690000,21230,29823,2,1252566,122,366,10261,9390,34.3,1832440,178,28,10969,10261,30034.0,24347,21230.0,28,46.918746727981606,-103.30684920243887,221697.0,2013,11,17,2013,11,13,2013,9,20,0,1,100,140,54,93,2399,2764,0,26,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017700000,20930,30512,3,1281504,128,331,9952,8774,34.7,2152399,216,30,10978,9952,17420.0,24348,20930.0,28,46.918748605349826,-103.30708951316004,221697.0,2013,11,17,2013,11,12,2013,9,19,0,1,100,140,54,93,2399,578,0,26,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017750000,20290,72193,9,3032106,381,198,7940,8104,37.5,2757960,347,40,12350,7940,53555.0,24574,20605.0,1,47.06598555847678,-103.29915925323586,124574.0,2014,1,30,2014,1,15,2013,12,1,0,1,100,141,54,93,3014,2188,0,13,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017770000,20443,36089,4,1515738,168,428,9002,8345,47.6,1312660,145,21,11441,9002,43554.0,24703,20452.0,1,47.2397993218117,-103.04006845407207,124703.0,2013,3,22,2013,3,22,2013,1,2,0,1,98,143,36,58,274,134,0,12,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017780000,18216,21797,3,915474,129,587,7051,8137,41.8,844057,119,12,11165,7051,68086.0,24716,20954.0,22,47.09711148835089,-103.08784088773108,124716.0,2013,4,29,2013,4,25,2013,1,24,0,1,98,142,36,58,1519,287,0,38,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017800000,20212,46683,5,1960686,220,424,8912,8171,49.5,1544698,173,21,11300,8912,33393.0,24718,20498.0,5,47.239598774142415,-103.13093917038404,124718.0,2013,5,29,2013,5,7,2013,3,11,0,1,98,143,36,58,1481,399,0,13,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017860000,20111,46511,5,1953462,216,300,9023,9621,49.6,1939308,214,30,11088,9023,58819.0,24822,20266.0,19,47.10806490771871,-103.66238009003807,124822.0,2013,8,25,2013,8,25,2013,6,15,0,1,102,142,54,93,1623,544,0,9,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017890000,19780,45697,5,1919274,214,319,8943,8905,42.6,1891468,211,28,10837,8943,81427.0,25131,19280.0,12,46.86277372507415,-103.24001322814756,225132.0,2013,8,30,2013,8,16,2013,4,10,0,1,100,139,54,93,1557,2905,0,43,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017900000,19780,41291,4,1734222,193,299,8979,8541,41.9,3014465,335,30,10801,8979,59258.0,25132,19780.0,12,46.862773537670975,-103.23983313371693,225132.0,2013,8,30,2013,8,24,2013,4,12,0,1,100,139,54,93,1557,3360,0,43,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007017910000,21075,42712,4,1793904,175,340,10225,8487,40.4,3110180,304,30,10850,10225,54307.0,25133,21075.0,12,46.86277335026784,-103.23965303928631,225132.0,2013,8,30,2013,8,21,2013,4,14,0,1,100,139,54,93,1557,3180,0,43,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
