api,cum_gor_180,cum_gor_30,cum_gor_365,cum_gor_545,cum_gor_730,cum_gor_90,cum_oil_180,cum_oil_30,cum_oil_365,cum_oil_545,cum_oil_730,cum_oil_90,cum_water_180,cum_water_30,cum_water_365,cum_water_545,cum_water_730,cum_water_90,cum_wc_180,cum_wc_30,cum_wc_365,cum_wc_545,cum_wc_730,cum_wc_90
33007001030000,80.226,72.474,83.584,83.714,,78.803,4093.0,681.0,7992.0,11353.0,,2005.0,29446.0,5038.0,59363.0,87372.0,120315.0,14823.0,87.796,88.092,88.135,88.5,,88.085
33007003020000,,,,,,,,,,,,,,,,,,,,,,,,
33007005040000,,,,,,,,,,,,,,,,,,,,,,,,
33007010000000,,inf,,,,,,0.0,,,,211.0,,1417.0,,,,4541.0,,100.0,,,,95.56
33007011110000,391.506,765.95,422.07,,,429.485,1295.0,180.0,1972.0,2155.0,2155.0,817.0,5371.0,327.0,13612.0,18193.0,18756.0,1224.0,80.573,64.497,87.346,89.409,89.694,59.971
33007011160000,668.8,2369.299,549.303,566.667,586.851,552.91,625.0,29.0,1549.0,2237.0,2890.0,378.0,3594.0,201.0,6476.0,9821.0,12845.0,2146.0,85.186,87.391,80.698,81.448,81.633,85.024
33007011480000,464.196,319.58,622.614,447.488,270.746,305.109,904.0,215.0,1362.0,2932.0,5230.0,685.0,2242.0,408.0,4153.0,11776.0,20606.0,1197.0,71.265,65.49,75.304,80.065,79.757,63.603
33007012030000,598.48,715.956,610.202,623.635,622.298,601.599,21865.0,4715.0,35061.0,45083.0,53164.0,13612.0,5205.0,2262.0,7584.0,9483.0,11072.0,3873.0,19.228,32.421,17.784,17.379,17.236,22.15
33007012540000,,3616.299,,,,246.753,,19.0,,,,847.0,6978.0,78.0,14889.0,18046.0,19333.0,2972.0,,80.412,,,,77.821
33007012640000,831.478,840.992,821.122,779.1,767.391,795.51,4844.0,743.0,9131.0,14215.0,24526.0,2551.0,2881.0,499.0,5696.0,8454.0,13079.0,1451.0,37.294,40.177,38.416,37.293,34.78,36.257
33007012930000,104.693,13.494,147.254,173.99,201.476,55.747,2770.0,502.0,4909.0,6550.0,8260.0,1453.0,22688.0,4044.0,42662.0,58260.0,82031.0,12041.0,89.119,88.957,89.681,89.894,90.852,89.232
33007013280000,204.628,140.225,223.369,236.048,256.83,182.811,9110.0,1539.0,18014.0,26706.0,35850.0,4433.0,14009.0,2217.0,29306.0,44254.0,63789.0,6642.0,60.595,59.026,61.932,62.365,64.02,59.973
33007013680000,243.806,257.485,211.903,200.506,193.964,250.526,11767.0,2116.0,22899.0,33195.0,43639.0,6175.0,16117.0,2809.0,32589.0,49376.0,66422.0,8282.0,57.8,57.036,58.732,59.798,60.35,57.287
33007013860000,235.617,318.1,250.046,257.516,225.748,232.481,1781.0,216.0,3443.0,5054.0,6587.0,899.0,5708.0,1114.0,12495.0,17113.0,19289.0,3153.0,76.218,83.759,78.398,77.2,74.544,77.813
33007014190000,2100.949,1770.407,2349.729,2451.378,2498.954,1928.002,7764.0,3535.0,30069.0,44917.0,63563.0,4389.0,266835.0,63577.0,747902.0,1183707.0,1485832.0,122131.0,97.173,94.733,96.135,96.344,95.898,96.531
33007014310000,88164.502,38251.728,71673.414,102843.7,132683.516,51173.16,462.0,224.0,910.0,910.0,910.0,462.0,89236.0,15261.0,176762.0,269265.0,368436.0,45341.0,99.485,98.553,99.488,99.663,99.754,98.991
33007014570000,507.898,692.189,520.521,463.708,515.848,555.693,3385.0,439.0,5141.0,7209.0,10001.0,1616.0,8315.0,1498.0,14821.0,18935.0,25551.0,4376.0,71.068,77.336,74.246,72.426,71.869,73.031
33007014930000,0.0,0.0,0.0,0.0,0.0,0.0,2188.0,241.0,4925.0,6911.0,8674.0,860.0,912.0,79.0,1469.0,2295.0,2820.0,189.0,29.419,24.688,22.975,24.929,24.535,18.017
33007015020000,,,,,,,,,,,,,,,,,,,,,,,,
33007015030000,,,0.0,,,,0.0,0.0,219.0,,,0.0,2965.0,258.0,4950.0,,,1430.0,100.0,100.0,95.763,,,100.0
33007015420000,1038.036,1203.196,1260.453,,,776.018,3041.0,365.0,5214.0,,,1515.0,29392.0,3493.0,62432.0,,,12349.0,90.624,90.539,92.292,,,89.072
33007015540000,,,,,,,,,,,,,,,,,,,,,,,,
33007015830000,570.067,598.741,529.824,525.481,521.606,584.035,15000.0,2701.0,28758.0,38558.0,46446.0,8242.0,59196.0,9134.0,132517.0,197221.0,255010.0,28574.0,79.783,77.178,82.168,83.647,84.593,77.613
33007016260000,900.071,720.745,982.186,1048.0,1113.701,870.162,3847.0,956.0,6541.0,8668.0,10508.0,2136.0,3005.0,608.0,5191.0,7329.0,9142.0,1756.0,43.856,38.875,44.247,45.815,46.524,45.118
33007016280000,1182.502,930.345,1128.379,1076.404,1013.193,1249.241,9098.0,2699.0,13121.0,15994.0,17953.0,6082.0,9671.0,4411.0,13413.0,16526.0,18172.0,7115.0,51.526,62.039,50.55,50.818,50.303,53.914
33007016310000,733.613,798.509,808.39,832.174,830.888,742.856,19929.0,6437.0,33476.0,40358.0,46447.0,14367.0,9950.0,5750.0,15295.0,18040.0,21154.0,8221.0,33.301,47.181,31.361,30.891,31.292,36.395
33007016320000,1188.641,1513.689,1452.693,1859.859,2005.638,1312.511,11903.0,1957.0,19649.0,25069.0,27949.0,5093.0,68131.0,26326.0,96826.0,118348.0,133754.0,44793.0,85.128,93.081,83.13,82.52,82.716,89.791
33007016380000,668.526,0.0,899.889,932.076,934.84,381.586,17637.0,890.0,39719.0,66376.0,95311.0,6220.0,203683.0,30348.0,208685.0,210558.0,212451.0,96827.0,92.031,97.151,84.01,76.032,69.031,93.964
33007016390000,0.0,0.0,0.0,0.0,29.247,0.0,4081.0,408.0,10203.0,16676.0,23580.0,1824.0,8641.0,1575.0,15529.0,20742.0,25452.0,4449.0,67.922,79.425,60.349,55.433,51.909,70.923
33007016410000,1277.327,1327.457,1336.995,1321.183,1389.498,1232.993,21449.0,3744.0,33166.0,43043.0,51543.0,11075.0,43109.0,12620.0,58923.0,71552.0,84034.0,26429.0,66.776,77.121,63.985,62.439,61.982,70.47
33007016430000,876.75,937.5,825.567,730.224,673.92,936.89,3314.0,512.0,6955.0,11108.0,15349.0,1537.0,28224.0,4977.0,54527.0,74939.0,95923.0,14930.0,89.492,90.672,88.688,87.091,86.206,90.666
33007016440000,638.429,635.915,642.845,652.875,670.314,653.481,57199.0,9747.0,107535.0,139081.0,159637.0,28921.0,41768.0,8886.0,78356.0,121840.0,181803.0,23732.0,42.204,47.69,42.152,46.696,53.246,45.072
33007016450000,322.456,294.781,340.95,336.183,335.397,300.851,36675.0,7338.0,61116.0,82437.0,101798.0,20917.0,1986.0,575.0,8200.0,20989.0,34480.0,1295.0,5.137,7.267,11.83,20.294,25.301,5.83
33007016460000,,0.0,,,,,,16.0,,,,,,3652.0,,,,,,99.564,,,,
33007016470000,1179.215,751.631,1538.426,1585.211,1596.441,1011.091,63776.0,18266.0,89630.0,105897.0,119341.0,39427.0,53775.0,20529.0,77261.0,93036.0,107360.0,36505.0,45.746,52.917,46.294,46.768,47.358,48.076
33007016500000,758.947,864.139,867.035,1097.964,1233.359,777.921,20457.0,2242.0,34799.0,47554.0,56124.0,9925.0,42979.0,14656.0,59529.0,73471.0,83480.0,29940.0,67.752,86.732,63.109,60.707,59.798,75.103
33007016510000,721.5,753.488,847.788,960.794,938.515,736.038,30450.0,6665.0,51438.0,63757.0,71985.0,17213.0,52364.0,14535.0,76802.0,93043.0,104475.0,35144.0,63.231,68.561,59.889,59.339,59.206,67.124
33007016520000,618.428,1104.502,588.094,627.362,681.65,648.164,18199.0,801.0,33964.0,51599.0,65906.0,9238.0,58842.0,23100.0,86768.0,108530.0,127639.0,41141.0,76.378,96.649,71.868,67.777,65.948,81.663
33007016540000,,inf,,,,inf,,0.0,,,,0.0,,6216.0,,,,18647.0,,100.0,,,,100.0
33007016550000,1233.839,1171.962,1337.031,1272.664,1299.21,1122.04,20881.0,3934.0,31276.0,37424.0,44210.0,12502.0,37601.0,14476.0,53275.0,62837.0,74072.0,26398.0,64.295,78.631,63.009,62.673,62.623,67.861
33007016560000,1590.874,1302.69,1737.781,1718.235,1671.183,1319.035,24858.0,5910.0,35715.0,43038.0,49304.0,15606.0,36094.0,16559.0,47737.0,55341.0,62669.0,26364.0,59.217,73.697,57.203,56.253,55.968,62.816
33007016570000,529.941,530.686,515.724,517.039,544.618,514.845,61531.0,21245.0,97708.0,125392.0,149272.0,37515.0,25093.0,12091.0,38718.0,49208.0,58773.0,17105.0,28.968,36.27,28.38,28.183,28.25,31.316
33007016580000,571.7,635.136,649.212,670.723,673.754,571.245,18591.0,4400.0,29083.0,36188.0,41536.0,9659.0,44181.0,17301.0,65046.0,80224.0,91756.0,27476.0,70.383,79.724,69.103,68.914,68.838,73.989
33007016590000,1077.364,1191.895,1087.947,1146.674,1190.514,1039.898,37784.0,6271.0,60377.0,77010.0,91801.0,20505.0,23149.0,10498.0,31417.0,37460.0,42996.0,16646.0,37.991,62.604,34.226,32.725,31.897,44.806
33007016600000,788.406,861.425,787.322,826.666,870.448,803.336,52907.0,18098.0,89476.0,118365.0,138538.0,34048.0,33835.0,16643.0,49244.0,61397.0,70678.0,24463.0,39.006,47.906,35.499,34.155,33.782,41.809
33007016610000,2198.695,3391.003,2174.828,2172.352,2341.804,2130.211,14614.0,408.0,31163.0,42087.0,53825.0,5253.0,42744.0,12230.0,65916.0,82900.0,96733.0,25400.0,74.521,96.772,67.899,66.327,64.25,82.863
33007016620000,1581.163,3062.375,1570.133,1513.89,1580.994,1636.615,14089.0,1279.0,21148.0,27585.0,32543.0,8356.0,34320.0,14859.0,45043.0,53671.0,60760.0,25789.0,70.896,92.075,68.05,66.052,65.121,75.528
33007016630000,761.776,1152.856,827.991,762.928,713.895,1027.91,16978.0,5829.0,26952.0,34306.0,40923.0,11139.0,54714.0,20548.0,80742.0,99920.0,118931.0,37795.0,76.318,77.901,74.974,74.442,74.4,77.237
33007016640000,599.346,609.067,578.68,544.331,534.866,626.151,24465.0,4994.0,37074.0,49623.0,59683.0,14118.0,33003.0,8841.0,57602.0,79128.0,98532.0,18301.0,57.428,63.903,60.841,61.458,62.277,56.451
33007016660000,460.043,475.294,539.202,599.579,657.908,491.991,16330.0,4201.0,32114.0,42144.0,51375.0,9709.0,49846.0,14386.0,96002.0,128275.0,153520.0,31278.0,75.323,77.398,74.934,75.27,74.926,76.312
33007016670000,1252.607,1296.094,1320.588,1348.893,1396.805,1240.148,50207.0,14841.0,69938.0,83096.0,93472.0,30982.0,35425.0,17152.0,48414.0,58058.0,66696.0,25626.0,41.369,53.612,40.907,41.131,41.641,45.269
33007016680000,1576.66,2782.849,2004.334,2104.02,2083.192,1680.401,7391.0,641.0,12305.0,15870.0,18566.0,3986.0,24526.0,7075.0,37654.0,47175.0,54368.0,16377.0,76.843,91.693,75.37,74.828,74.544,80.425
33007016710000,425.096,432.67,439.911,449.716,455.914,414.085,32013.0,8833.0,49754.0,62724.0,72822.0,20414.0,48223.0,18176.0,76309.0,98910.0,116802.0,32114.0,60.101,67.296,60.532,61.194,61.597,61.137
33007016720000,1216.591,1353.116,1284.347,1306.154,1333.338,1178.749,50365.0,14381.0,70618.0,84802.0,95511.0,32158.0,26168.0,16242.0,32088.0,36765.0,40897.0,20869.0,34.192,53.039,31.243,30.243,29.981,39.355
33007016740000,1270.309,1355.102,1378.554,1393.563,1450.24,1271.06,91800.0,27692.0,127981.0,150212.0,169363.0,64814.0,22609.0,14185.0,27679.0,30593.0,33549.0,19136.0,19.762,33.873,17.782,16.92,16.534,22.795
33007016750000,1190.636,1184.156,1303.375,1290.892,1287.003,1187.314,116141.0,33181.0,168331.0,202402.0,228857.0,77490.0,22185.0,12357.0,28130.0,31828.0,34658.0,18031.0,16.038,27.136,14.318,13.588,13.152,18.876
33007016760000,1567.416,1248.538,1689.415,1732.2,1767.624,1406.363,13619.0,3139.0,18878.0,22882.0,25593.0,8885.0,41149.0,16046.0,53850.0,65311.0,73477.0,29396.0,75.133,83.638,74.043,74.055,74.167,76.79
33007016770000,1446.991,1497.276,1470.494,1474.411,1542.073,1464.855,74021.0,24233.0,99219.0,115033.0,129035.0,50089.0,28917.0,14955.0,36609.0,42278.0,47140.0,22246.0,28.092,38.162,26.952,26.875,26.757,30.754
33007016790000,1396.593,1413.958,1518.457,1668.57,1922.721,1259.521,42030.0,9602.0,63673.0,78993.0,93100.0,24892.0,25497.0,9844.0,35115.0,42113.0,49235.0,17577.0,37.758,50.622,35.546,34.774,34.591,41.388
33007016810000,1726.951,1558.117,1925.37,2034.967,1989.803,1578.56,30337.0,8733.0,40683.0,47240.0,52466.0,19541.0,43577.0,19090.0,56805.0,66640.0,77880.0,30380.0,58.956,68.612,58.269,58.518,59.749,60.856
33007016830000,409.279,408.849,451.97,507.175,522.598,394.478,56620.0,8856.0,82362.0,97055.0,116018.0,32294.0,73772.0,11642.0,156077.0,261400.0,364705.0,35459.0,56.577,56.796,65.458,72.924,75.866,52.336
33007016840000,1182.266,261.438,5522.792,7879.155,,260.87,58.0,27.0,234.0,371.0,,46.0,71180.0,9839.0,157316.0,243096.0,,34327.0,99.919,99.726,99.851,99.848,,99.866
33007016850000,1459.969,1199.337,1497.238,1564.279,,1259.48,23965.0,6240.0,32478.0,37656.0,,14565.0,44277.0,19108.0,55838.0,65639.0,,30255.0,64.882,75.383,63.225,63.545,,67.503
33007016870000,1087.525,1399.182,1137.562,1169.137,1225.605,1173.917,61031.0,15489.0,86864.0,104000.0,116904.0,39936.0,39503.0,23300.0,56271.0,67184.0,77146.0,32289.0,39.293,60.069,39.313,39.247,39.756,44.706
33007016880000,1449.33,1571.327,1452.67,1436.303,1411.447,1480.635,18196.0,4821.0,25339.0,29698.0,33179.0,12021.0,33540.0,13455.0,45273.0,52974.0,59084.0,25025.0,64.829,73.621,64.115,64.077,64.039,67.551
33007016890000,1222.51,1177.652,1109.755,1140.414,1198.948,1254.647,23400.0,4040.0,35465.0,43205.0,50419.0,13067.0,43777.0,1897.0,68561.0,82722.0,95996.0,23597.0,65.167,31.952,65.908,65.69,65.564,64.36
33007016900000,1379.755,1569.667,1702.522,1815.582,1873.577,1317.229,27824.0,4905.0,39539.0,46754.0,52299.0,17569.0,65454.0,23281.0,90531.0,106782.0,119820.0,47457.0,70.171,82.598,69.602,69.549,69.615,72.982
33007016910000,1996.014,1905.529,2029.041,2000.641,1996.189,1819.634,12139.0,3292.0,17278.0,20154.0,22761.0,8447.0,37226.0,17643.0,49377.0,56980.0,63133.0,28216.0,75.41,84.275,74.078,73.871,73.501,76.96
33007016920000,868.375,898.908,960.467,864.488,891.066,767.422,12169.0,2727.0,20971.0,25548.0,29460.0,5427.0,45439.0,13095.0,77258.0,95323.0,107749.0,24646.0,78.876,82.765,78.651,78.863,78.529,81.954
33007016950000,901.583,924.503,1126.421,1446.425,1547.313,878.456,65940.0,15843.0,108495.0,124697.0,139983.0,38966.0,36490.0,9115.0,48581.0,57217.0,64214.0,16720.0,35.624,36.521,30.928,31.453,31.447,30.026
33007016960000,,,,,,,37740.0,11002.0,64483.0,81642.0,95779.0,23694.0,38411.0,15498.0,59944.0,74603.0,87037.0,26274.0,50.441,58.483,48.176,47.747,47.609,52.582
33007016970000,1631.038,1594.037,1804.236,1707.312,1931.415,1485.965,18039.0,4404.0,25333.0,30155.0,36026.0,11106.0,37180.0,15217.0,50905.0,60623.0,75878.0,26322.0,67.332,77.555,66.771,66.782,67.806,70.327
33007016980000,1503.278,1530.13,1603.671,1588.148,1579.557,1317.974,15834.0,2102.0,22850.0,27744.0,31428.0,8563.0,42061.0,11471.0,57181.0,67170.0,75427.0,28931.0,72.65,84.513,71.449,70.769,70.588,77.162
33007016990000,570.604,147.159,605.314,507.366,446.077,525.749,10024.0,880.0,14546.0,17892.0,20540.0,5526.0,12411.0,2421.0,17616.0,21132.0,23816.0,7803.0,55.32,73.341,54.773,54.151,53.693,58.542
33007017000000,783.171,884.097,851.132,947.998,987.012,854.866,55273.0,15712.0,80226.0,94493.0,106602.0,35185.0,38276.0,12461.0,53811.0,64032.0,73471.0,25296.0,40.915,44.23,40.146,40.392,40.801,41.825
33007017030000,924.198,1040.234,1036.704,1225.049,1260.947,914.619,46563.0,11665.0,66930.0,77701.0,85448.0,28976.0,33589.0,12442.0,47187.0,57588.0,65722.0,23133.0,41.907,51.612,41.35,42.567,43.476,44.393
33007017040000,1463.853,1785.217,1546.849,1560.39,1806.584,1505.792,21752.0,4636.0,29881.0,35858.0,41224.0,13150.0,34928.0,17689.0,42734.0,50282.0,63573.0,27713.0,61.623,79.234,58.85,58.372,60.663,67.819
33007017060000,769.739,975.675,,,,796.094,11603.0,831.0,,,,5257.0,43148.0,18543.0,,,,29979.0,78.808,95.711,,,,85.081
33007017070000,1097.391,861.622,1198.631,1344.904,1382.689,913.814,87352.0,18172.0,135893.0,161308.0,181118.0,43997.0,34418.0,9038.0,51969.0,62193.0,70360.0,18951.0,28.265,33.216,27.663,27.827,27.979,30.106
33007017080000,415.056,561.016,402.35,432.893,472.564,413.216,10773.0,2401.0,20142.0,25355.0,29129.0,4926.0,32335.0,9049.0,56662.0,72982.0,84197.0,16538.0,75.009,79.031,73.775,74.216,74.296,77.05
33007017090000,881.271,inf,950.676,,,885.876,12703.0,0.0,24248.0,,,5813.0,66949.0,0.0,112257.0,,,32954.0,84.052,,82.237,,,85.005
33007017100000,277.4,336.675,403.397,442.802,454.384,220.579,41223.0,14364.0,78304.0,97994.0,114622.0,28933.0,21017.0,7632.0,37556.0,46162.0,52904.0,14679.0,33.768,34.697,32.415,32.022,31.58,33.658
33007017110000,424.123,399.149,662.264,665.787,660.764,391.723,21803.0,5005.0,34360.0,41146.0,47492.0,12528.0,28452.0,6874.0,42658.0,50938.0,57655.0,16427.0,56.615,57.867,55.387,55.317,54.833,56.733
33007017120000,,626.14,,,,797.003,,470.0,,,,2299.0,87510.0,5122.0,,,,17768.0,,91.595,,,,88.543
33007017130000,1322.274,1389.753,1475.708,1607.109,1631.949,1254.179,35112.0,8622.0,47616.0,55087.0,61829.0,20747.0,39572.0,17102.0,52061.0,72582.0,88847.0,28753.0,52.986,66.483,52.23,56.852,58.966,58.087
33007017140000,1048.955,1221.55,1130.669,1194.82,1250.907,1091.275,43351.0,12248.0,68972.0,84354.0,96352.0,26815.0,46096.0,17696.0,69951.0,85997.0,98072.0,31965.0,51.534,59.097,50.352,50.482,50.442,54.381
33007017160000,,218.75,,,,,,32.0,,,,,,3638.0,,,,,,99.128,,,,
33007017180000,598.974,660.426,574.664,575.104,587.675,675.315,29443.0,9850.0,45948.0,61121.0,76065.0,19657.0,61133.0,27184.0,88218.0,109706.0,129744.0,45102.0,67.494,73.403,65.753,64.221,63.041,69.646
33007017190000,1341.677,1414.195,1285.229,1254.347,1252.408,1338.168,31171.0,11310.0,50058.0,62955.0,77749.0,21775.0,81299.0,42751.0,119469.0,146385.0,179478.0,63218.0,72.285,79.079,70.472,69.927,69.774,74.38
33007017210000,797.355,782.704,913.897,1000.23,1107.296,787.396,52606.0,17542.0,77605.0,92699.0,104291.0,34395.0,48534.0,18689.0,68450.0,82103.0,94994.0,33416.0,47.987,51.583,46.866,46.969,47.667,49.278
33007017220000,688.236,818.417,773.263,844.716,875.884,762.871,28715.0,6961.0,44961.0,55214.0,63291.0,17253.0,57232.0,19056.0,81812.0,98340.0,112833.0,37808.0,66.59,73.244,64.534,64.043,64.065,68.666
33007017230000,554.498,171.635,603.209,668.167,769.884,493.237,32182.0,9649.0,50544.0,68488.0,80892.0,19574.0,61402.0,24618.0,87322.0,109862.0,127596.0,42392.0,65.612,71.842,63.338,61.599,61.201,68.412
33007017240000,789.407,1128.077,826.077,,,779.876,13286.0,1763.0,20000.0,,,6721.0,33305.0,7972.0,47615.0,,,19641.0,71.484,81.89,70.421,,,74.505
33007017260000,940.958,1273.897,1102.15,1237.396,1364.26,1062.787,28028.0,8039.0,43069.0,52472.0,59365.0,18100.0,59572.0,21770.0,90063.0,110441.0,126369.0,41813.0,68.005,73.032,67.649,67.791,68.038,69.79
33007017280000,1170.833,1250.917,1318.618,1495.446,1636.263,1208.582,24221.0,2227.0,39472.0,49148.0,56267.0,11887.0,40241.0,6216.0,64122.0,81630.0,96143.0,23287.0,62.426,73.623,61.897,62.419,63.082,66.205
33007017290000,756.044,813.611,724.963,750.462,780.784,759.074,33656.0,8664.0,54329.0,71379.0,85812.0,20601.0,83798.0,32622.0,118232.0,141651.0,164302.0,59308.0,71.345,79.015,68.516,66.493,65.691,74.219
33007017300000,402.568,433.936,437.712,457.732,,428.982,20069.0,5246.0,28976.0,34539.0,,12118.0,22177.0,3058.0,58045.0,96490.0,,9406.0,52.495,36.826,66.702,73.64,,43.7
33007017310000,,,,,,,,,,,,,,,,,,,,,,,,
33007017320000,584.89,648.694,660.326,702.597,741.81,616.1,28613.0,8272.0,45897.0,56846.0,64801.0,17851.0,49706.0,20107.0,73155.0,90334.0,103328.0,34139.0,63.466,70.852,61.448,61.377,61.458,65.665
33007017340000,833.199,770.323,822.899,851.864,,815.347,13545.0,2265.0,24776.0,33998.0,,7311.0,163348.0,14103.0,320121.0,462487.0,,77786.0,92.343,86.162,92.816,93.152,,91.409
33007017350000,870.168,878.911,970.876,1002.026,1055.2,815.221,67645.0,18009.0,101958.0,121411.0,136063.0,43443.0,34456.0,10829.0,50256.0,59782.0,67999.0,23575.0,33.747,37.551,33.017,32.994,33.323,35.177
33007017360000,720.859,670.521,,,,529.892,652.0,332.0,,,,593.0,1372.0,560.0,,,,956.0,67.787,62.78,,,,61.717
33007017370000,897.391,991.498,796.145,753.127,726.166,961.596,11883.0,3241.0,21792.0,29336.0,35173.0,6569.0,59322.0,22146.0,91775.0,115155.0,131901.0,37176.0,83.312,87.234,80.811,79.697,78.948,84.983
33007017380000,834.359,913.977,949.385,1008.224,1061.203,835.912,34001.0,14891.0,71511.0,90779.0,106191.0,27280.0,33744.0,20254.0,67847.0,86287.0,100850.0,29036.0,49.81,57.63,48.685,48.732,48.71,51.559
33007017390000,411.075,452.122,424.969,,,428.056,18016.0,3327.0,25334.0,,,9398.0,28518.0,6650.0,41412.0,,,16262.0,61.284,66.653,62.044,,,63.375
33007017410000,866.01,835.808,1066.91,1087.94,1188.411,872.713,60998.0,14030.0,92815.0,110280.0,123348.0,36474.0,51841.0,17698.0,74132.0,87939.0,99504.0,34916.0,45.942,55.78,44.405,44.365,44.65,48.909
33007017430000,938.711,974.337,967.949,,,884.005,24761.0,5429.0,37477.0,,,13832.0,62544.0,21584.0,86072.0,,,41343.0,71.639,79.902,69.666,,,74.931
33007017440000,207.943,486.441,304.989,346.531,390.826,459.19,9114.0,1979.0,14373.0,17683.0,20079.0,3858.0,24540.0,7539.0,36782.0,44046.0,49690.0,11414.0,72.919,79.208,71.903,71.354,71.221,74.738
33007017450000,1329.568,2331.898,1366.376,1327.323,1326.558,1376.287,54737.0,5342.0,79910.0,95963.0,109232.0,27344.0,38686.0,9944.0,57533.0,67532.0,77776.0,27445.0,41.41,65.053,41.86,41.305,41.59,50.092
33007017470000,650.046,675.309,660.198,667.907,676.38,660.002,32454.0,7958.0,50788.0,62228.0,71472.0,20588.0,45917.0,5276.0,118359.0,184767.0,263888.0,17744.0,58.589,39.867,69.974,74.806,78.688,46.29
33007017480000,,1430.531,,,,1094.639,,10704.0,,,,27198.0,,13193.0,,,,28570.0,,55.208,,,,51.23
33007017490000,,1115.186,,,,1093.799,,12593.0,,,,23567.0,,14340.0,,,,23733.0,,53.243,,,,50.175
33007017500000,687.592,774.569,645.227,639.744,,734.915,32305.0,9063.0,48332.0,60110.0,,19988.0,48539.0,19008.0,70808.0,86644.0,,32286.0,60.04,67.714,59.433,59.04,,61.763
33007017520000,409.888,498.801,397.09,394.401,413.271,458.665,9466.0,2364.0,18569.0,22990.0,26389.0,4441.0,42023.0,9318.0,76001.0,93195.0,106376.0,19432.0,81.615,79.764,80.365,80.213,80.124,81.397
33007017540000,1461.621,803.784,1555.695,1597.828,,1037.522,20299.0,6751.0,29316.0,34834.0,,11673.0,43795.0,18863.0,64245.0,75509.0,,25782.0,68.329,73.643,68.666,68.431,,68.835
33007017550000,1271.879,1741.021,1394.903,1419.814,,1333.858,24865.0,5642.0,36689.0,43309.0,,12771.0,42410.0,19396.0,55285.0,64775.0,,26615.0,63.04,77.466,60.109,59.93,,67.575
33007017580000,1401.766,1333.44,1428.226,,,1234.222,26279.0,6234.0,36564.0,,,17874.0,42287.0,14636.0,57935.0,,,29053.0,61.673,70.129,61.308,,,61.911
33007017590000,1343.48,1128.988,1566.122,,,1084.012,28982.0,8782.0,39271.0,,,20140.0,44544.0,18921.0,60849.0,,,29948.0,60.583,68.299,60.776,,,59.791
33007017600000,1396.989,1414.858,1477.883,,,1381.577,21503.0,5272.0,29655.0,,,13758.0,40328.0,16910.0,55153.0,,,27484.0,65.223,76.233,65.033,,,66.641
33007017640000,1238.287,1024.869,1281.451,,,1156.509,30972.0,9247.0,42905.0,,,19811.0,38751.0,13974.0,54891.0,,,24640.0,55.579,60.178,56.128,,,55.432
33007017650000,1363.615,1235.428,1524.402,,,1288.804,29930.0,9196.0,41045.0,,,21133.0,33445.0,18664.0,45825.0,,,26849.0,52.773,66.992,52.751,,,55.956
33007017660000,1290.05,1211.69,1304.998,,,1173.521,35236.0,12452.0,47148.0,,,26084.0,39342.0,15744.0,53969.0,,,29692.0,52.753,55.838,53.373,,,53.234
33007017670000,1895.516,1740.604,2169.97,2189.703,,1841.553,16490.0,3132.0,23714.0,27372.0,,9302.0,42565.0,14304.0,62757.0,71483.0,,27158.0,72.077,82.037,72.576,72.311,,74.487
33007017680000,1832.086,1661.353,2038.719,2063.834,,1709.712,27985.0,10068.0,37201.0,43937.0,,19728.0,49611.0,23801.0,70559.0,85827.0,,36994.0,63.935,70.274,65.478,66.141,,65.22
33007017690000,1168.061,946.245,1250.505,,,1119.483,23075.0,7452.0,30034.0,,,16569.0,23572.0,11441.0,30790.0,,,18829.0,50.533,60.557,50.621,,,53.192
33007017700000,953.97,643.129,1145.976,,,654.363,12190.0,3731.0,17420.0,,,8102.0,22284.0,11610.0,27918.0,,,17666.0,64.64,75.68,61.577,,,68.558
33007017710000,1212.566,953.904,,,,1060.345,22448.0,5672.0,,,,14759.0,27140.0,12650.0,,,,20438.0,54.731,69.043,,,,58.067
33007017730000,1104.318,1136.486,,,,1082.034,43779.0,11065.0,,,,25222.0,56284.0,26980.0,,,,37947.0,56.249,70.916,,,,60.072
33007017740000,1301.116,1326.037,,,,1231.512,48545.0,16416.0,,,,31097.0,67930.0,39205.0,,,,52367.0,58.322,70.486,,,,62.742
33007017750000,1828.076,1944.707,1852.533,,,1868.055,28906.0,1877.0,53555.0,,,11278.0,65579.0,9812.0,101807.0,,,34671.0,69.407,83.942,65.529,,,75.455
33007017770000,396.695,412.296,390.317,390.462,,408.108,25236.0,6707.0,43554.0,53229.0,,11162.0,19285.0,6981.0,30762.0,37975.0,,9981.0,43.317,51.001,41.394,41.637,,47.207
33007017780000,426.92,462.138,522.82,544.474,,429.894,44268.0,10522.0,68086.0,76218.0,,26355.0,37216.0,11970.0,52674.0,73096.0,,25248.0,45.673,53.219,43.619,48.955,,48.927
33007017790000,429.245,634.584,,,,463.877,10608.0,1284.0,,,,5334.0,57300.0,15820.0,84987.0,101478.0,,37479.0,84.379,92.493,,,,87.541
33007017800000,1106.507,4721.973,798.82,730.232,,1834.576,18412.0,2676.0,33393.0,43245.0,,9006.0,58425.0,21045.0,86696.0,102383.0,,38250.0,76.038,88.719,72.193,70.304,,80.942
