api,cum_gor_180,cum_gor_30,cum_gor_365,cum_gor_545,cum_gor_730,cum_gor_90,cum_oil_180,cum_oil_30,cum_oil_365,cum_oil_545,cum_oil_730,cum_oil_90,cum_water_180,cum_water_30,cum_water_365,cum_water_545,cum_water_730,cum_water_90,cum_wc_180,cum_wc_30,cum_wc_365,cum_wc_545,cum_wc_730,cum_wc_90
33053052200000,1003.663,1355.663,1107.3,,,1173.427,88249.0,21802.0,132421.0,,,50874.0,14369.0,7033.0,23194.0,,,10414.0,14.002,24.39,14.905,,,16.992
33053052220000,1504.08,1504.481,,,,1521.946,56514.0,16542.0,,,,38230.0,81110.0,27959.0,,,,53953.0,58.936,62.828,,,,58.528
33053052230000,,1557.517,,,,1762.606,,26749.0,,,,59097.0,,19468.0,,,,37003.0,,42.123,,,,38.505
33053052250000,1293.826,1394.964,1340.523,,,1299.035,63121.0,17328.0,93347.0,,,39482.0,37130.0,14266.0,51984.0,,,24016.0,37.037,45.154,35.769,,,37.822
33053052260000,800.433,690.66,,,,717.043,33617.0,8475.0,,,,20948.0,52355.0,20362.0,,,,37054.0,60.898,70.611,,,,63.884
33053052270000,857.828,830.657,,,,800.061,41777.0,9815.0,,,,27420.0,45780.0,19643.0,,,,34002.0,52.286,66.681,,,,55.358
33053052280000,1352.514,1320.549,1425.416,,,1122.449,67731.0,18749.0,95946.0,,,43806.0,29562.0,10777.0,41125.0,,,19003.0,30.385,36.5,30.003,,,30.255
33053052290000,1784.585,1507.33,1643.842,,,1522.79,61094.0,18349.0,90077.0,,,40938.0,28801.0,11188.0,40444.0,,,19202.0,32.038,37.878,30.987,,,31.929
33053052300000,881.856,850.43,,,,829.546,41435.0,11870.0,,,,26694.0,46243.0,17010.0,,,,33056.0,52.742,58.899,,,,55.324
33053052310000,,821.036,,,,,,12729.0,,,,,,17096.0,,,,,,57.321,,,,
33053052320000,943.208,924.499,,,,917.801,53767.0,18664.0,,,,37732.0,93549.0,39186.0,,,,69697.0,63.502,67.737,,,,64.877
33053052330000,768.888,894.97,,,,794.949,50219.0,14211.0,,,,31497.0,111828.0,36907.0,,,,73090.0,69.01,72.2,,,,69.884
33053052340000,1777.443,798.481,,,,958.656,45827.0,16455.0,,,,31410.0,96885.0,31551.0,,,,62841.0,67.888,65.723,,,,66.674
33053052350000,,1598.428,,,,1508.173,,25457.0,,,,60990.0,,5894.0,,,,12575.0,,18.8,,,,17.094
33053052360000,,2194.128,,,,1773.066,,30595.0,,,,63589.0,,7420.0,,,,11508.0,,19.519,,,,15.324
33053052370000,,1753.475,,,,1579.787,,30501.0,,,,80597.0,,9606.0,,,,16291.0,,23.951,,,,16.814
33053052380000,1020.921,1076.711,973.974,,,976.456,61318.0,15530.0,79676.0,,,36544.0,121882.0,30662.0,168936.0,,,70770.0,66.529,66.379,67.952,,,65.947
33053052390000,1150.874,1292.286,,,,1206.787,49487.0,17420.0,,,,33319.0,106329.0,41371.0,,,,73344.0,68.24,70.37,,,,68.762
33053052400000,2065.866,1976.757,,,,1937.719,41598.0,16122.0,,,,29917.0,49719.0,22343.0,,,,36821.0,54.447,58.087,,,,55.172
33053052410000,2047.008,2475.109,2116.928,,,2166.598,59352.0,21416.0,83407.0,,,42478.0,76260.0,35498.0,103905.0,,,59388.0,56.234,62.371,55.472,,,58.3
33053052420000,1654.704,1397.97,,,,1478.074,82475.0,15662.0,,,,45837.0,38582.0,9933.0,,,,25193.0,31.871,38.808,,,,35.468
33053052430000,1408.744,1382.885,,,,1425.753,68922.0,20450.0,,,,48455.0,29086.0,8092.0,,,,20075.0,29.677,28.351,,,,29.294
33053052440000,1540.566,1441.977,,,,1443.63,87542.0,22827.0,,,,55267.0,34332.0,11409.0,,,,25175.0,28.17,33.325,,,,31.296
33053052450000,1483.184,1488.382,,,,1531.856,76265.0,24618.0,,,,50391.0,31860.0,11125.0,,,,21646.0,29.466,31.125,,,,30.048
33053052460000,1512.491,1471.644,,,,1468.207,94615.0,24272.0,,,,57576.0,39702.0,10939.0,,,,26712.0,29.558,31.067,,,,31.691
33053052470000,1960.725,1451.276,2236.296,,,1659.708,71058.0,16775.0,104510.0,,,44140.0,29870.0,7964.0,43032.0,,,20522.0,29.595,32.192,29.166,,,31.737
33053052480000,1341.055,1012.031,,,,1183.573,91201.0,9636.0,,,,47705.0,23368.0,2105.0,,,,12801.0,20.396,17.929,,,,21.157
33053052490000,1913.527,1411.084,,,,1539.207,70704.0,16943.0,,,,44113.0,58001.0,26580.0,,,,42989.0,45.065,61.071,,,,49.355
33053052500000,1172.859,1089.051,,,,1179.639,86133.0,22514.0,,,,53410.0,24175.0,9677.0,,,,17203.0,21.916,30.061,,,,24.362
33053052510000,956.119,1041.452,,,,1006.833,40718.0,12084.0,,,,26247.0,55711.0,25043.0,,,,39905.0,57.774,67.452,,,,60.323
33053052520000,2084.295,2276.908,,,,1975.734,80220.0,17710.0,,,,49987.0,76781.0,24323.0,,,,51585.0,48.905,57.866,,,,50.787
33053052530000,2117.595,2081.817,,,,1946.022,80919.0,17957.0,,,,52188.0,53816.0,17287.0,,,,35881.0,39.942,49.049,,,,40.742
33053052540000,2484.101,2686.685,,,,2409.503,65853.0,18935.0,,,,45030.0,52610.0,20346.0,,,,37530.0,44.41,51.796,,,,45.458
33053052550000,2613.072,2269.41,,,,2376.427,61549.0,13847.0,,,,38864.0,44527.0,15608.0,,,,30118.0,41.977,52.989,,,,43.661
33053052560000,1572.419,1202.929,,,,1436.279,93753.0,24948.0,,,,61280.0,18312.0,4508.0,,,,10778.0,16.341,15.304,,,,14.957
33053052570000,1700.157,1252.962,,,,1568.664,120635.0,39787.0,,,,82339.0,10986.0,3604.0,,,,6132.0,8.347,8.306,,,,6.931
33053052580000,686.111,679.448,,,,747.274,32366.0,8477.0,,,,19095.0,58965.0,20458.0,,,,38025.0,64.562,70.703,,,,66.57
33053052590000,1227.233,1344.674,1079.686,,,1179.788,79371.0,9343.0,201602.0,,,20559.0,14113.0,2865.0,28352.0,,,4540.0,15.097,23.468,12.329,,,18.088
33053052600000,866.026,968.972,,,,893.337,65382.0,11281.0,,,,35923.0,55647.0,13768.0,,,,33235.0,45.978,54.964,,,,48.057
33053052610000,1499.98,1655.81,,,,1568.506,59652.0,20192.0,,,,43327.0,59734.0,26493.0,,,,44636.0,50.034,56.748,,,,50.744
33053052620000,1528.182,1290.98,,,,1492.626,69559.0,19539.0,,,,46527.0,103485.0,53229.0,,,,80273.0,59.803,73.149,,,,63.307
33053052640000,731.839,1118.916,,,,821.874,2738.0,726.0,,,,2353.0,3373.0,1191.0,,,,3251.0,55.196,62.128,,,,58.012
33053052650000,1685.762,1621.909,,,,1583.006,52934.0,12680.0,,,,33743.0,30334.0,9480.0,,,,20500.0,36.429,42.78,,,,37.793
33053052660000,1522.085,1463.241,,,,1448.954,53081.0,12571.0,,,,31529.0,32576.0,10746.0,,,,21342.0,38.031,46.087,,,,40.366
33053052700000,,2279.428,,,,2234.107,,16469.0,,,,43539.0,,14880.0,,,,26801.0,,47.466,,,,38.102
33053052710000,2090.221,6.243,,,,1940.584,79260.0,465.0,,,,35615.0,39277.0,735.0,,,,21266.0,33.135,61.25,,,,37.387
33053052720000,,1271.755,,,,1785.451,,24009.0,,,,50066.0,,17423.0,,,,30611.0,,42.052,,,,37.943
33053052730000,2075.258,1585.691,,,,2246.302,43927.0,4277.0,,,,22862.0,21514.0,4479.0,,,,11821.0,32.875,51.153,,,,34.083
33053052740000,991.994,1175.875,,,,1100.157,60273.0,27250.0,,,,43052.0,75877.0,35968.0,,,,59571.0,55.73,56.895,,,,58.048
33053052750000,1668.106,1635.258,,,,1599.495,62666.0,18564.0,,,,41078.0,28379.0,10133.0,,,,18983.0,31.17,35.31,,,,31.606
33053052760000,1793.826,1805.429,,,,1721.098,57888.0,17996.0,,,,38964.0,28559.0,11687.0,,,,20343.0,33.036,39.373,,,,34.301
33053052770000,1917.39,1723.905,,,,1733.04,43596.0,12348.0,,,,28600.0,17378.0,5687.0,,,,10672.0,28.501,31.533,,,,27.175
33053052780000,2298.769,1793.001,,,,1945.97,63453.0,19689.0,,,,43386.0,11998.0,4702.0,,,,7565.0,15.902,19.278,,,,14.848
33053052790000,2080.629,1613.173,,,,1748.824,57939.0,18070.0,,,,39071.0,18656.0,7658.0,,,,11945.0,24.357,29.765,,,,23.414
33053052800000,2370.547,2208.671,,,,2060.924,60990.0,16186.0,,,,38987.0,22068.0,6033.0,,,,13572.0,26.569,27.152,,,,25.822
33053052810000,2231.795,1942.72,,,,1808.883,67299.0,18495.0,,,,42982.0,18720.0,5535.0,,,,11257.0,21.763,23.034,,,,20.754
33053052820000,,1515.127,,,,1433.873,,19056.0,,,,59261.0,,15670.0,,,,30010.0,,45.125,,,,33.617
33053052830000,,1561.87,,,,1517.896,,21463.0,,,,51935.0,,17252.0,,,,36601.0,,44.562,,,,41.34
33053052840000,1789.021,2002.016,,,,1830.51,69752.0,13951.0,,,,49122.0,73616.0,25581.0,,,,55198.0,51.348,64.71,,,,52.912
33053052850000,1865.275,2917.01,,,,2268.835,70401.0,2023.0,,,,45593.0,70534.0,4168.0,,,,48281.0,50.047,67.324,,,,51.432
33053052860000,2452.173,2011.94,,,,2216.144,81387.0,24967.0,,,,54132.0,34698.0,12260.0,,,,22116.0,29.89,32.933,,,,29.005
33053052870000,2419.548,2071.891,,,,2080.956,60684.0,15540.0,,,,39145.0,38813.0,11536.0,,,,24131.0,39.009,42.606,,,,38.136
33053052880000,2393.552,1851.744,,,,1988.624,73161.0,19153.0,,,,49871.0,35704.0,11983.0,,,,24197.0,32.797,38.486,,,,32.669
33053052900000,1765.68,1608.988,,,,1544.366,108014.0,31552.0,,,,67789.0,32247.0,13219.0,,,,21197.0,22.991,29.526,,,,23.821
33053052910000,1668.774,1625.163,,,,1574.535,87855.0,24733.0,,,,56061.0,33017.0,9966.0,,,,20092.0,27.316,28.721,,,,26.384
33053052920000,1563.329,1567.342,,,,1536.085,92318.0,21106.0,,,,63891.0,26982.0,6320.0,,,,17962.0,22.617,23.044,,,,21.944
33053052930000,1466.694,1633.497,,,,1591.973,94563.0,27114.0,,,,61820.0,59150.0,16610.0,,,,29517.0,38.481,37.988,,,,32.317
33053052940000,,1326.41,,,,1256.625,,19414.0,,,,48768.0,,6639.0,,,,24528.0,,25.483,,,,33.464
33053052950000,,1610.819,,,,1330.962,,13898.0,,,,36480.0,,10332.0,,,,35957.0,,42.641,,,,49.639
33053052960000,977.204,1058.03,,,,1027.554,43033.0,11563.0,,,,27357.0,59182.0,20857.0,,,,39694.0,57.9,64.334,,,,59.2
33053052970000,1933.955,1921.329,,,,1899.958,52479.0,20198.0,,,,37364.0,65247.0,30852.0,,,,49422.0,55.423,60.435,,,,56.947
33053052980000,1533.46,1288.612,,,,1464.156,55395.0,22477.0,,,,38775.0,69873.0,34428.0,,,,52715.0,55.779,60.501,,,,57.618
33053052990000,,1231.178,,,,1228.561,,14293.0,,,,40013.0,,20465.0,,,,45156.0,,58.879,,,,53.019
33053053000000,,1356.455,,,,1304.133,,9689.0,,,,29324.0,,20234.0,,,,52030.0,,67.62,,,,63.955
33053053010000,,1460.153,,,,,,24143.0,,,,,,8010.0,,,,,,24.912,,,,
33053053020000,,1467.754,,,,,,21056.0,,,,,,10729.0,,,,,,33.755,,,,
33053053030000,,2038.536,,,,,,16633.0,,,,,,6666.0,,,,,,28.611,,,,
33053053040000,,1387.993,,,,1327.957,,12138.0,,,,36674.0,,11759.0,,,,37337.0,,49.207,,,,50.448
33053053050000,,1318.255,,,,1239.183,,17802.0,,,,47605.0,,10276.0,,,,26902.0,,36.598,,,,36.107
33053053060000,1417.976,1352.761,,,,1415.313,62745.0,19908.0,,,,41053.0,105271.0,51296.0,,,,78653.0,62.655,72.041,,,,65.705
33053053070000,1271.639,1233.541,,,,1227.853,64275.0,22232.0,,,,45296.0,92983.0,44058.0,,,,71304.0,59.128,66.463,,,,61.153
33053053120000,1321.463,1158.611,,,,1111.298,68868.0,20279.0,,,,45486.0,33700.0,12168.0,,,,20963.0,32.856,37.501,,,,31.548
33053053130000,1419.069,1303.664,,,,1277.311,63010.0,18970.0,,,,41789.0,33803.0,12388.0,,,,21443.0,34.916,39.505,,,,33.912
33053053150000,1708.773,1634.305,,,,1669.405,57603.0,21946.0,,,,41728.0,50775.0,22567.0,,,,41281.0,46.85,50.698,,,,49.731
33053053160000,713.263,584.635,,,,649.29,64648.0,22232.0,,,,46356.0,34834.0,12285.0,,,,21617.0,35.015,35.591,,,,31.802
33053053170000,1024.299,882.818,,,,952.276,108979.0,24809.0,,,,53348.0,48536.0,8914.0,,,,26617.0,30.814,26.433,,,,33.286
33053053180000,1174.152,1210.568,,,,1356.645,118543.0,25615.0,,,,58124.0,48910.0,11115.0,,,,25487.0,29.208,30.261,,,,30.483
33053053230000,751.405,878.54,,,,805.287,51610.0,9010.0,,,,28374.0,104582.0,29415.0,,,,62476.0,66.957,76.552,,,,68.768
33053053240000,597.634,829.794,,,,727.814,22876.0,5318.0,,,,14453.0,93784.0,23813.0,,,,56817.0,80.391,81.745,,,,79.721
33053053260000,,1251.737,,,,1033.214,,24617.0,,,,69299.0,,9097.0,,,,18063.0,,26.983,,,,20.676
33053053270000,1287.242,1553.023,,,,1176.553,131484.0,23479.0,,,,71940.0,32124.0,9242.0,,,,17913.0,19.635,28.245,,,,19.936
33053053280000,,1163.493,,,,1057.365,,29992.0,,,,72262.0,,12266.0,,,,22953.0,,29.026,,,,24.106
33053053290000,2011.962,1786.075,,,,1892.862,59187.0,18652.0,,,,40457.0,34303.0,12232.0,,,,22428.0,36.692,39.606,,,,35.665
33053053300000,,,,,,,62284.0,16761.0,,,,39481.0,46278.0,16248.0,,,,31302.0,42.628,49.223,,,,44.222
33053053310000,1920.616,2085.805,,,,2043.535,66506.0,20496.0,,,,44897.0,29379.0,10651.0,,,,20098.0,30.64,34.196,,,,30.922
33053053320000,1101.512,912.184,,,,1017.252,191949.0,49598.0,,,,114711.0,94722.0,38528.0,,,,67748.0,33.042,43.719,,,,37.131
33053053330000,,1188.805,,,,1238.005,,39607.0,,,,102644.0,,45015.0,,,,78719.0,,53.195,,,,43.404
33053053340000,2104.976,2098.575,,,,2059.046,52057.0,15313.0,,,,35578.0,37544.0,13423.0,,,,25554.0,41.901,46.711,,,,41.801
33053053350000,1900.037,1853.123,,,,1811.361,64531.0,19174.0,,,,42670.0,30189.0,11670.0,,,,20771.0,31.872,37.836,,,,32.741
33053053360000,1822.787,1692.722,,,,1702.694,70666.0,19217.0,,,,46077.0,31677.0,10301.0,,,,20254.0,30.952,34.897,,,,30.535
33053053370000,961.356,1051.542,,,,977.858,60588.0,19589.0,,,,38939.0,80407.0,35171.0,,,,58882.0,57.028,64.228,,,,60.194
33053053420000,,1159.037,,,,1216.989,,4352.0,,,,12233.0,,7860.0,,,,16794.0,,64.363,,,,57.856
33053053430000,,1309.449,,,,1295.687,,10160.0,,,,22304.0,,25209.0,,,,35132.0,,71.274,,,,61.167
33053053440000,,1377.216,,,,1360.961,,10636.0,,,,22038.0,,16430.0,,,,24398.0,,60.703,,,,52.541
33053053450000,,1411.378,,,,1725.667,,3789.0,,,,7348.0,,9970.0,,,,24647.0,,72.462,,,,77.034
33053053460000,,1240.13,,,,1331.961,,3903.0,,,,15106.0,,10149.0,,,,31153.0,,72.225,,,,67.345
33053053470000,,1255.206,,,,1442.395,,9796.0,,,,31167.0,,8685.0,,,,19302.0,,46.994,,,,38.245
33053053480000,1314.977,1160.262,1363.258,,,1348.384,38139.0,10288.0,59716.0,,,23853.0,58594.0,24291.0,86748.0,,,40733.0,60.573,70.248,59.228,,,63.068
33053053500000,,3276.788,,,,,,8257.0,,,,,,13050.0,,,,,,61.247,,,,
33053053510000,,2076.259,,,,,,22194.0,,,,,,21503.0,,,,,,49.209,,,,
33053053520000,,1645.243,,,,,,28084.0,,,,,,14409.0,,,,,,33.909,,,,
33053053530000,,1283.113,,,,,,34028.0,,,,,,22853.0,,,,,,40.177,,,,
33053053540000,890.705,919.745,,,,914.356,59267.0,20891.0,,,,40814.0,91229.0,40621.0,,,,69036.0,60.619,66.038,,,,62.846
33053053560000,1325.094,1165.997,,,,1244.392,67817.0,18739.0,,,,43773.0,45158.0,11546.0,,,,29387.0,39.972,38.124,,,,40.168
33053053570000,1248.742,1124.015,,,,1238.251,88800.0,24576.0,,,,61196.0,37294.0,10672.0,,,,26302.0,29.576,30.277,,,,30.06
33053053580000,1851.503,1416.564,,,,1755.377,71942.0,23420.0,,,,49936.0,12985.0,5650.0,,,,9806.0,15.29,19.436,,,,16.414
33053053590000,2056.634,1360.689,,,,1649.791,122858.0,39943.0,,,,87586.0,15609.0,6465.0,,,,11043.0,11.273,13.931,,,,11.197
33053053600000,1722.705,1204.823,,,,1437.37,100627.0,33131.0,,,,70081.0,18012.0,7750.0,,,,13019.0,15.182,18.957,,,,15.667
33053053610000,1561.03,1598.856,,,,1514.798,31442.0,10274.0,,,,22888.0,86994.0,34383.0,,,,64475.0,73.452,76.994,,,,73.801
33053053630000,1066.441,1214.377,,,,1093.195,38620.0,8213.0,,,,25034.0,124853.0,39379.0,,,,85290.0,76.375,82.743,,,,77.309
33053053640000,1727.423,1179.633,,,,1989.557,28552.0,8581.0,,,,18938.0,85995.0,31748.0,,,,58192.0,75.074,78.723,,,,75.447
33053053650000,1053.346,1031.309,,,,986.562,34829.0,11776.0,,,,25027.0,86965.0,32857.0,,,,63014.0,71.403,73.616,,,,71.573
33053053660000,2058.024,1686.49,,,,2233.951,65855.0,23400.0,,,,46752.0,25253.0,12257.0,,,,19711.0,27.718,34.375,,,,29.657
33053053670000,1523.194,1513.931,,,,1405.981,43285.0,9391.0,,,,27684.0,70134.0,29186.0,,,,48981.0,61.836,75.656,,,,63.89
33053053680000,1505.062,1614.818,,,,1398.071,42079.0,9469.0,,,,26135.0,74330.0,26797.0,,,,53288.0,63.852,73.89,,,,67.094
33053053720000,1012.65,1073.6,,,,1035.601,36335.0,9135.0,,,,23370.0,53756.0,19539.0,,,,37207.0,59.669,68.142,,,,61.421
33053053730000,948.62,989.632,,,,956.729,39091.0,10497.0,,,,25026.0,49096.0,15469.0,,,,32217.0,55.673,59.574,,,,56.281
33053053740000,,1045.27,,,,1198.779,,28182.0,,,,57162.0,,33800.0,,,,82390.0,,54.532,,,,59.039
33053053750000,,1034.108,,,,1217.161,,30011.0,,,,58004.0,,9462.0,,,,23659.0,,23.971,,,,28.972
33053053760000,1087.673,964.968,,,,1008.743,82445.0,28396.0,,,,57075.0,20458.0,4707.0,,,,14757.0,19.881,14.219,,,,20.544
33053053770000,,1065.104,,,,1239.759,,21074.0,,,,40416.0,,4817.0,,,,10113.0,,18.605,,,,20.014
33053053780000,928.91,953.156,,,,993.075,60668.0,22011.0,,,,42927.0,90263.0,34874.0,,,,64974.0,59.804,61.306,,,,60.216
33053053790000,1003.427,1100.111,,,,949.697,44966.0,11673.0,,,,24520.0,92833.0,28073.0,,,,53504.0,67.368,70.631,,,,68.574
33053053800000,1084.926,1041.019,,,,1129.063,47384.0,19942.0,,,,35316.0,97725.0,41216.0,,,,72238.0,67.346,67.393,,,,67.164
33053053810000,1112.624,1184.207,,,,1153.596,54675.0,18480.0,,,,41473.0,82962.0,33322.0,,,,60765.0,60.276,64.326,,,,59.435
33053053820000,979.923,1030.756,,,,1004.133,55012.0,19094.0,,,,39461.0,65823.0,23266.0,,,,42546.0,54.473,54.924,,,,51.881
33053053830000,1278.87,950.495,,,,1038.669,80238.0,20503.0,,,,51965.0,56704.0,25345.0,,,,41708.0,41.407,55.28,,,,44.525
33053053840000,1446.372,1473.907,,,,1400.143,70887.0,17246.0,,,,44745.0,58091.0,23949.0,,,,41166.0,45.039,58.136,,,,47.917
33053053850000,1413.048,1359.092,,,,1377.921,78675.0,17582.0,,,,47563.0,59093.0,12082.0,,,,35543.0,42.893,40.73,,,,42.768
33053053860000,915.287,604.756,,,,607.04,256207.0,68071.0,,,,149344.0,71851.0,33836.0,,,,50595.0,21.902,33.203,,,,25.305
33053053870000,1672.192,1517.662,,,,1511.179,48127.0,12776.0,,,,31986.0,64123.0,19065.0,,,,45804.0,57.125,59.876,,,,58.882
33053053880000,945.712,701.453,,,,872.738,34236.0,9104.0,,,,20958.0,51836.0,14442.0,,,,32439.0,60.224,61.335,,,,60.751
33053053890000,874.758,903.821,,,,914.203,60748.0,22676.0,,,,42265.0,82241.0,37350.0,,,,62864.0,57.516,62.223,,,,59.797
33053053900000,,1385.746,,,,1524.269,,33138.0,,,,77500.0,,35776.0,,,,61952.0,,51.914,,,,44.425
33053053910000,,717.61,,,,1246.378,,21194.0,,,,48209.0,,101637.0,,,,171867.0,,82.745,,,,78.094
33053053920000,,2442.728,,,,2149.71,,30793.0,,,,66743.0,,60075.0,,,,109880.0,,66.112,,,,62.212
33053053930000,,1851.349,,,,1765.301,,29499.0,,,,71342.0,,32856.0,,,,57035.0,,52.692,,,,44.428
33053053940000,,1045.619,,,,1306.495,,26158.0,,,,62160.0,,36352.0,,,,74287.0,,58.154,,,,54.444
33053053980000,,,,,,,,,,,,,,5041.0,,,,9625.0,,,,,,
33053053990000,,922.696,,,,1226.836,,31988.0,,,,73093.0,,3558.0,,,,8092.0,,10.01,,,,9.967
33053054000000,,1372.395,,,,1355.497,,32815.0,,,,69234.0,,7431.0,,,,13156.0,,18.464,,,,15.968
33053054010000,,1354.635,,,,1290.796,,35619.0,,,,81659.0,,4672.0,,,,8894.0,,11.596,,,,9.822
33053054020000,,1132.539,,,,1263.888,,35324.0,,,,74474.0,,893.0,,,,7515.0,,2.466,,,,9.166
33053054030000,,1490.38,,,,1267.828,,35882.0,,,,79566.0,,32345.0,,,,59936.0,,47.408,,,,42.964
33053054040000,1543.942,1554.075,,,,1514.523,123962.0,34222.0,,,,75021.0,72328.0,24727.0,,,,48303.0,36.848,41.946,,,,39.168
33053054050000,1283.754,1606.102,,,,1465.11,135392.0,38218.0,,,,82873.0,75010.0,28189.0,,,,51298.0,35.651,42.449,,,,38.233
33053054090000,,993.55,,,,,,21010.0,,,,,,12833.0,,,,,,37.919,,,,
33053054100000,,1059.891,,,,,,19495.0,,,,,,11372.0,,,,,,36.842,,,,
33053054110000,,1060.274,,,,,,20145.0,,,,,,11343.0,,,,,,36.023,,,,
33053054120000,,1227.702,,,,,,14326.0,,,,,,15863.0,,,,,,52.546,,,,
33053054140000,,2067.889,,,,,,10852.0,,,,,,14392.0,,,,,,57.012,,,,
33053054150000,,1455.727,,,,,,29142.0,,,,,,14875.0,,,,,,33.794,,,,
33053054160000,,1724.749,,,,,,27183.0,,,,,,13243.0,,,,,,32.759,,,,
33053054170000,,1673.922,,,,,,30790.0,,,,,,13996.0,,,,,,31.251,,,,
33053054180000,695.685,467.405,,,,602.458,13991.0,3702.0,,,,9194.0,16780.0,5241.0,,,,12379.0,54.532,58.604,,,,57.382
33053054190000,467.544,238.196,,,,403.235,22082.0,9738.0,,,,16262.0,21185.0,10247.0,,,,16038.0,48.963,51.273,,,,49.653
33053054200000,,1307.849,,,,1569.277,,32100.0,,,,63538.0,,3052.0,,,,5347.0,,8.682,,,,7.762
33053054210000,1168.699,717.024,,,,722.565,155028.0,21075.0,,,,79993.0,39196.0,13714.0,,,,25521.0,20.181,39.421,,,,24.187
33053054220000,1250.308,763.511,,,,847.097,139629.0,19641.0,,,,70621.0,35729.0,2357.0,,,,16007.0,20.375,10.715,,,,18.478
33053054240000,1185.951,780.061,,,,751.881,167734.0,30778.0,,,,92473.0,35507.0,8792.0,,,,21323.0,17.47,22.219,,,,18.738
33053054250000,1338.7,1285.279,,,,1326.27,82881.0,22208.0,,,,54415.0,42981.0,12968.0,,,,30902.0,34.149,36.866,,,,36.22
33053054260000,1264.384,1014.093,,,,1180.451,86716.0,24125.0,,,,56137.0,32381.0,8111.0,,,,20078.0,27.189,25.161,,,,26.344
33053054270000,1320.642,1286.344,,,,1341.89,33781.0,11006.0,,,,21256.0,54410.0,16889.0,,,,36171.0,61.696,60.545,,,,62.986
33053054300000,,1627.055,,,,,,37368.0,,,,,,29358.0,,,,,,43.998,,,,
33053054310000,,,,,,,,,,,,,,,,,,,,,,,,
33053054320000,,,,,,,,,,,,,,24497.0,,,,,,,,,,
33053054330000,,,,,,,,,,,,,,,,,,,,,,,,
33053054340000,,1573.158,,,,1767.205,,17915.0,,,,64539.0,,7574.0,,,,27263.0,,29.715,,,,29.698
33053054350000,1944.779,1636.948,,,,1749.907,103649.0,21322.0,,,,65616.0,38653.0,8078.0,,,,28029.0,27.163,27.476,,,,29.931
33053054360000,2151.54,1603.048,,,,1739.703,97683.0,22153.0,,,,66985.0,42332.0,7085.0,,,,31129.0,30.234,24.232,,,,31.727
33053054370000,,1595.486,,,,1858.517,,18517.0,,,,58057.0,,6733.0,,,,18062.0,,26.665,,,,23.729
33053054380000,890.444,511.009,,,,818.357,156323.0,41043.0,,,,112531.0,134565.0,53500.0,,,,104359.0,46.26,56.588,,,,48.116
33053054390000,1146.626,887.269,,,,918.32,43133.0,18826.0,,,,27238.0,60272.0,18824.0,,,,40411.0,58.287,49.997,,,,59.736
33053054400000,963.623,956.353,,,,1016.94,82367.0,26610.0,,,,56710.0,95179.0,36144.0,,,,70106.0,53.608,57.596,,,,55.282
33053054410000,1157.509,1018.755,,,,975.892,41282.0,25625.0,,,,34008.0,75733.0,27377.0,,,,45984.0,64.721,51.653,,,,57.486
33053054420000,,705.842,,,,1044.466,,30485.0,,,,85672.0,,26441.0,,,,62706.0,,46.448,,,,42.261
33053054450000,1526.454,1235.109,,,,1306.374,66587.0,15073.0,,,,44680.0,56980.0,21422.0,,,,41445.0,46.113,58.698,,,,48.122
33053054460000,1203.081,1189.082,,,,1193.121,60701.0,14734.0,,,,36831.0,61776.0,23048.0,,,,46893.0,50.439,61.003,,,,56.009
33053054470000,1306.664,1551.268,,,,1383.407,53359.0,15603.0,,,,34778.0,56363.0,27043.0,,,,42378.0,51.369,63.413,,,,54.925
33053054480000,,1669.669,,,,1439.894,,17548.0,,,,35936.0,,27221.0,,,,39832.0,,60.803,,,,52.571
33053054560000,,4730.754,,,,1501.751,,5893.0,,,,42412.0,,7180.0,,,,17744.0,,54.922,,,,29.497
33053054570000,,883.994,,,,698.474,,21088.0,,,,44822.0,,7070.0,,,,15750.0,,25.108,,,,26.002
33053054580000,602.068,441.477,,,,593.618,33600.0,10491.0,,,,20934.0,54092.0,23366.0,,,,38802.0,61.684,69.014,,,,64.956
33053054640000,1234.311,1659.871,,,,1292.576,72307.0,4788.0,,,,36214.0,44657.0,10393.0,,,,28538.0,38.18,68.461,,,,44.073
33053054650000,1173.025,1868.582,,,,1244.357,65512.0,2785.0,,,,32653.0,37569.0,4300.0,,,,20112.0,36.446,60.692,,,,38.116
33053054660000,1111.794,2549.773,,,,1260.87,64771.0,512.0,,,,30540.0,32293.0,1297.0,,,,16681.0,33.27,71.697,,,,35.325
33053054670000,1882.557,2307.385,,,,2038.071,80872.0,22558.0,,,,56016.0,27976.0,8740.0,,,,21573.0,25.702,27.925,,,,27.804
33053054680000,,2012.422,,,,1368.59,,13935.0,,,,48917.0,,5814.0,,,,12276.0,,29.439,,,,20.061
33053054690000,,1352.376,,,,1683.967,,33547.0,,,,65297.0,,1978.0,,,,2766.0,,5.568,,,,4.064
33053054700000,,1203.712,,,,1599.142,,29684.0,,,,59939.0,,3195.0,,,,4837.0,,9.717,,,,7.467
33053054710000,,1980.888,,,,2002.021,,32989.0,,,,64863.0,,2558.0,,,,3271.0,,7.196,,,,4.801
33053054720000,,1350.03,,,,1593.441,,24313.0,,,,54894.0,,8336.0,,,,14185.0,,25.532,,,,20.534
